soi_line_type_id,soi_ordered_quantity,soi_quantity_invoiced,soi_quantity,soi_line_id,soi_org_id,soi_header_id,soi_ordered_item,soi_item_key,soi_invoice_date,soi_line_net_sales_functional,soi_line_net_sales_corp,soi_line_total_cost_functional,soi_line_total_cost_corp,soi_line_prime_cost_func,soi_line_prime_cost_corp,soi_dsn,soi_customer_key,soi_ucortp,soi_invoice_number,soi_order_number,soi_order_type_id,soi_order_status,soi_lob_l1_key,soi_lob_l2_key,soi_em_key,soi_brand_franchise_product,soi_price_level_code,soi_code_desc,soi_location_code,soi_location_name,soi_location_name_city_state,soi_discount_multiplier,soi_operational_revenue,soi_operational_revenue_corp,soi_operational_prime_cost,soi_operational_prime_cost_corp,soi_operational_standard_cost,soi_operational_standard_cost_corp,soi_grosssaleslocal,soi_grosssalescorp,soi_totaldiscountlocal,soi_totaldiscountcorp,itm_item_key,itm_organization_id,itm_item.description,itm_item.number,itm_user.item.type,itm_brand_franchise_product,itm_price_group,itm_dsn,cust_customer_id,cust_customer_name,cust_customer_number,cust_customer_key,cust_customer_type,cust_city,cust_postal_code,cust_state,cust_country,cust_internal_customer_flag,cust_dsn,cust_bmsreceivabletypecode,cust_primary.segment,cust_bmspricematrixname,cust_bmsdefaultpricelevel,org_name,org_code,org_division,org_org6...branch,ord_typ_order_type_id,ord_typ_order_type,eng_em_key
3,-1,-1,-1,12662,7,5459,2255,2956,167,-513.18,-513.18,0,0,0,0,2,3063,2,68300,94624,6,1,1,28,-1,16,3,1,26,15,15,0,-513.18,-513.18,0,0,0,0,0,0,0,0,2956,2,1919,2255,765,11,10,2,3062,657,3049,3063,8,724,1259,24,2,1,2,8,20,68,5,15,7,2,15,6,7,-1
2,1,1,1,30921,32,15943,2357,3078,933,2450,2450,2155,2155,2155,2155,4,296,30,68265,173925,38,1,37,34,-1,17,11,7,806,7,7,0,2450,2450,2155,2155,2155,2155,2155,2155,0,0,3078,4,2150,2357,1278,11,5,4,296,1017,282,296,2,771,571,51,2,1,4,2,21,79,20,8,32,4,4,38,5,-1
3,1,0,0,16045,20,7082,1175,1560,95,0,0,0,0,0,0,3,2400,21,2130,1635,28,1,8,29,-1,16,3,1,80,25,25,0,0,0,0,0,0,0,0,0,0,0,1560,3,1808,1175,760,11,10,3,2399,375,2387,2400,18,376,1468,16,2,1,3,17,20,5,21,25,20,3,25,28,15,-1
2,1,1,1,32917,32,17164,1961,2560,31,24255,24255,19790,19790,19790,19790,4,368,26,74169,177590,34,1,35,34,-1,17,11,7,806,7,7,0,24255,24255,19790,19790,19790,19790,19790,19790,0,0,2560,4,1534,1961,924,11,5,4,368,1030,354,368,18,726,445,51,2,1,4,17,2,79,20,8,32,4,4,34,6,-1
3,1,1,1,22449,23,10744,591,760,819,61.2,61.2,19.8,19.8,19.8,19.8,4,509,41,10830,1001934,52,1,45,30,-1,16,1,7,100,30,30,0,61.2,61.2,19.8,19.8,19.8,19.8,19.8,19.8,0,0,760,4,1273,591,795,11,18,4,509,2095,495,509,18,131,1036,14,2,1,4,17,20,66,20,30,23,4,30,52,36,-1
3,1,1,1,7758,22,3681,712,915,1072,3943,3943,2817,2817,2817,2817,4,1718,43,23854,8970,57,1,47,30,-1,16,1,7,1,6,6,0,3943,3943,2817,2817,2817,2817,2817,2817,0,0,915,4,370,712,581,11,5,4,1718,884,1704,1718,6,539,1638,29,2,1,4,6,13,79,20,7,22,4,2,57,4,-1
3,1,1,1,33410,32,17484,866,1126,395,4535,4535,3622,3622,3622,3622,4,1969,41,74759,178535,52,1,45,30,-1,16,1,7,806,7,7,0,4535,4535,3622,3622,3622,3622,3622,3622,0,0,1126,4,1928,866,581,11,5,4,1969,1928,1958,1969,18,172,654,23,2,1,4,17,2,64,9,8,32,4,4,52,36,-1
2,1,1,1,29607,32,15087,1961,2560,586,15040,15040,12468,12468,12468,12468,4,990,30,63532,171561,38,1,37,34,-1,17,11,7,806,7,7,0,15040,15040,12468,12468,12468,12468,12468,12468,0,0,2560,4,1534,1961,924,11,5,4,990,1948,976,990,18,854,391,51,2,1,4,17,20,79,20,8,32,4,4,38,5,-1
3,1,1,1,32474,32,16871,866,1126,202,4620,4620,3622,3622,3622,3622,4,509,41,71693,176626,52,1,45,30,-1,16,1,7,806,7,7,0,4620,4620,3622,3622,3622,3622,3622,3622,0,0,1126,4,1928,866,581,11,5,4,509,2095,495,509,18,131,1036,14,2,1,4,17,20,66,20,8,32,4,4,52,36,-1
3,1,1,1,30500,32,15676,141,184,730,5694,5694,0,0,0,0,4,1505,10,65583,173151,16,1,24,30,-1,16,1,7,806,7,7,0,5694,5694,0,0,0,0,0,0,0,0,184,4,1210,141,581,11,5,4,1505,2276,1491,1505,18,1315,606,23,2,1,4,17,15,80,28,8,32,4,4,16,26,-1
3,1,1,1,27683,32,13880,639,830,124,2633,2633,2158,2158,2158,2158,4,727,7,55602,167805,13,1,33,30,-1,16,4,2,806,7,7,0,2633,2633,2158,2158,2158,2158,2158,2158,0,0,830,4,1529,639,581,11,5,4,727,1625,713,727,18,356,623,23,2,1,4,17,20,79,20,8,32,4,4,13,19,-1
3,1,1,1,7642,22,3610,712,915,1066,2868,2868,2782,2782,2782,2782,4,1012,1,23749,8922,4,1,1,30,-1,16,10,6,1,6,6,0,2868,2868,2782,2782,2782,2782,2782,2782,0,0,915,4,370,712,581,11,5,4,1012,702,998,1012,9,845,104,46,2,2,4,9,15,12,22,7,22,4,2,4,41,-1
2,-1,0,0,27289,32,13644,1598,2161,1041,0,0,0,0,0,0,4,36,26,54631,167030,34,1,35,34,-1,17,11,7,806,7,7,0,0,0,0,0,0,0,0,0,0,0,2161,4,951,1598,602,11,5,4,36,2733,22,36,18,1069,29,49,2,1,4,17,20,79,20,8,32,4,4,34,6,-1
3,1,1,1,4522,22,2052,1175,1561,746,599,599,557,557,557,557,4,1080,15,20231,129723,21,1,49,30,-1,16,1,7,1,6,6,0,599,599,557,557,557,557,557,557,0,0,1561,4,1808,1175,935,11,10,4,1080,609,1066,1080,18,817,1022,14,2,1,4,17,20,79,20,7,22,4,2,21,23,-1
2,1,0,0,304,22,172,1961,2558,307,0,0,0,0,0,0,4,280,42,30071,10265,54,1,46,30,-1,16,1,7,1,6,6,0,0,0,0,0,0,0,0,0,0,0,2558,4,1534,1961,924,11,5,4,280,2068,266,280,2,854,391,51,2,1,4,2,20,79,20,7,22,4,2,54,3,-1
3,1,1,1,29768,32,15200,1240,1670,608,1684,1684,1347,1347,1347,1347,4,1505,10,63749,171877,16,1,24,30,-1,16,4,2,806,7,7,0,1684,1684,1347,1347,1347,1347,1347,1347,0,0,1670,4,1782,1240,878,11,5,4,1505,2276,1491,1505,18,1315,606,23,2,1,4,17,15,80,28,8,32,4,4,16,26,-1
3,1,1,1,1851,22,868,379,500,92,13098,13098,8555,8555,8555,8555,4,1316,5,14278,125157,11,1,19,30,-1,16,1,7,1,6,6,0,13098,13098,8555,8555,8555,8555,8555,8555,0,0,500,4,901,379,581,11,5,4,1316,2494,1302,1316,18,985,1549,29,2,1,4,17,20,79,20,7,22,4,2,11,17,-1
2,1,1,1,32236,32,16746,1961,2560,642,542009,542009,470000,470000,470000,470000,4,476,30,78774,176208,38,1,37,34,-1,17,11,7,806,7,7,0,542009,542009,470000,470000,470000,470000,470000,470000,0,0,2560,4,1534,1961,924,11,5,4,476,128,462,476,18,1256,402,51,2,1,4,17,20,79,20,8,32,4,4,38,5,-1
3,1,1,1,22331,21,10701,984,1268,548,7389,7389,5390,5390,5390,5390,3,3109,31,58815,181806,39,1,11,29,-1,16,7,4,90,13,13,0,7389,7389,5390,5390,5390,5390,8160,8160,2770,2770,1268,3,857,984,877,11,5,3,3108,2392,3095,3109,18,1123,1613,29,2,1,3,17,20,26,21,2,21,3,3,39,32,-1
2,1,1,1,32500,32,16888,2357,3078,358,14506,14506,11457,11457,11457,11457,4,96,22,72786,176685,29,1,32,34,-1,17,11,7,806,7,7,0,14506,14506,11457,11457,11457,11457,11457,11457,0,0,3078,4,2150,2357,1278,11,5,4,96,2544,82,96,2,460,1088,14,2,1,4,2,20,79,20,8,32,4,4,29,40,-1
2,1,0,0,31594,32,16358,1961,2560,1040,0,0,0,0,0,0,4,1059,26,69793,175138,34,1,35,34,-1,17,11,7,806,7,7,0,0,0,0,0,0,0,0,0,0,0,2560,4,1534,1961,924,11,5,4,1059,1608,1045,1059,18,617,1013,14,2,1,4,17,20,79,20,8,32,4,4,34,6,-1
2,1,0,0,28378,32,14341,1961,2560,354,0,0,0,0,0,0,4,688,26,58171,169123,34,1,35,34,-1,17,11,7,806,7,7,0,0,0,0,0,0,0,0,0,0,0,2560,4,1534,1961,924,11,5,4,688,1779,674,688,2,646,593,23,2,1,4,2,20,79,20,8,32,4,4,34,6,-1
3,1,0,0,2351,22,1124,920,1187,429,0,0,0,0,0,0,4,206,7,15284,126224,13,1,21,30,-1,16,1,7,1,6,6,0,0,0,0,0,0,0,0,0,0,0,1187,4,439,920,581,11,5,4,206,161,192,206,18,1256,401,51,2,1,4,17,20,71,9,7,22,4,2,13,19,-1
3,1,1,1,20057,20,9578,912,1171,1025,0,0,0,0,0,0,3,16,1,5807,4355,3,1,1,29,-1,16,10,6,80,25,25,0,0,0,0,0,0,0,5720,5720,5720,5720,1171,3,1955,912,877,11,5,3,16,702,2,16,10,845,104,46,2,2,3,10,1,10,21,25,20,3,25,3,41,-1
3,1,1,1,18458,20,8556,1252,1695,404,3593.55,3593.55,3342,3342,3342,3342,3,2846,21,4670,3182,28,1,8,29,-1,16,3,1,80,25,25,0,3593.55,3593.55,3342,3342,3342,3342,5900,5900,2558,2558,1695,3,1904,1252,794,11,5,3,2845,1522,2832,2846,14,886,1651,29,2,1,3,13,20,5,21,25,20,3,25,28,15,-1
2,1,1,1,27379,32,13703,1942,2533,417,47861.4,47861.4,43007.76,43007.76,43007.76,43007.76,4,2454,36,61539,167200,47,1,41,34,-1,17,11,7,806,7,7,0,47861.4,47861.4,43007.76,43007.76,43007.76,43007.76,43007.76,43007.76,0,0,2533,4,1494,1942,904,11,5,4,2453,733,2441,2454,9,1177,1827,5,2,2,4,9,2,12,22,8,32,4,4,47,14,-1
2,1,1,1,34979,32,18586,1961,2560,849,20310.91,20310.91,18347,18347,18347,18347,4,487,26,81619,181974,34,1,35,34,-1,17,11,7,806,7,7,0,20310.91,20310.91,18347,18347,18347,18347,18347,18347,0,0,2560,4,1534,1961,924,11,5,4,487,1931,473,487,18,864,574,51,2,1,4,17,20,79,20,8,32,4,4,34,6,-1
3,1,1,1,19789,20,9436,2256,2959,981,513.18,513.18,477,477,477,477,3,2212,21,5610,4177,28,1,8,29,-1,16,3,1,80,25,25,0,513.18,513.18,477,477,477,477,795,795,318,318,2959,3,176,2256,419,11,5,3,2211,1044,2199,2212,4,758,235,12,2,1,3,4,20,5,21,25,20,3,25,28,15,-1
3,2,2,2,20779,20,9916,507,650,214,18,18,12,12,12,12,3,21,31,6346,4733,39,1,11,29,-1,16,3,1,80,25,25,0,18,18,12,12,12,12,20,20,8,8,650,3,1720,507,795,11,18,3,21,1023,7,21,18,283,303,12,2,1,3,17,20,77,21,25,20,3,25,39,32,-1
2,1,1,1,1521,22,670,2357,3076,76,2088,2088,1712.01,1712.01,1712.01,1712.01,4,1839,42,31900,12323,54,1,46,30,-1,16,1,7,1,6,6,0,2088,2088,1712.01,1712.01,1712.01,1712.01,1712.01,1712.01,0,0,3076,4,2150,2357,1278,11,5,4,1839,80,1826,1839,2,1215,1148,14,2,1,4,2,10,79,20,7,22,4,2,54,3,-1
2,1,1,1,28828,32,14624,2329,3048,49,2375,2375,0,0,0,0,4,135,30,60106,170064,38,1,37,34,-1,17,11,7,806,7,7,0,2375,2375,0,0,0,0,0,0,0,0,3048,4,2114,2329,1250,11,5,4,135,1855,121,135,18,1088,999,14,2,1,4,17,20,79,20,8,32,4,4,38,5,-1
3,1,1,1,11063,1,4591,1096,1419,235,620.5,620.5,577,577,577,577,1,1872,45,66763,364732,59,1,3,27,-1,16,6,7,3,23,23,0,620.5,620.5,577,577,577,577,1067.58,1067.58,490.58,490.58,1419,1,1565,1096,760,11,5,1,1872,757,1860,1872,4,851,1190,14,2,1,1,4,20,69,18,23,1,1,23,59,45,-1
3,1,1,1,12132,7,5213,1190,1590,665,267.9,267.9,169.2,169.2,169.2,169.2,2,3136,1,66767,93683,2,1,1,28,-1,16,4,2,26,15,15,0,267.9,267.9,169.2,169.2,169.2,169.2,282,282,112.8,112.8,1590,2,1354,1190,795,11,18,2,3135,2723,3122,3136,8,1211,118,46,2,1,2,8,10,19,5,15,7,2,15,2,41,-1
3,1,1,1,9740,1,4442,951,1229,150,3450,3450,3105,3105,3105,3105,1,2710,1,7025,321410,1,1,1,15,-1,10,11,7,3,23,23,0,3450,3450,3105,3105,3105,3105,6355,6355,3250,3250,1229,1,1201,951,877,8,5,1,2709,1521,2697,2710,18,1015,1185,14,2,1,1,17,20,79,20,23,1,1,23,1,41,-1
3,2,2,2,1078,22,481,850,1105,316,1151.64,1151.64,719.78,719.78,719.78,719.78,4,1162,43,30266,11549,57,1,47,34,-1,17,11,7,1,6,6,0,1151.64,1151.64,719.78,719.78,719.78,719.78,1151.64,1151.64,431.86,431.86,1105,4,1155,850,982,12,18,4,1162,1022,1148,1162,18,283,303,12,2,1,4,17,2,79,20,7,22,4,2,57,4,-1
2,1,1,1,4907,22,2265,1961,2560,685,725,725,500,500,500,500,4,300,30,19420,130589,38,1,37,34,-1,17,11,7,1,6,6,0,725,725,500,500,500,500,500,500,0,0,2560,4,1534,1961,924,11,5,4,300,2677,286,300,18,156,342,51,2,1,4,17,20,79,20,7,22,4,2,38,5,-1
3,1,1,1,4945,22,2291,1300,1775,783,3104,3104,2716,2716,2716,2716,4,650,45,20564,130711,60,1,49,30,-1,16,1,7,1,6,6,0,3104,3104,2716,2716,2716,2716,2716,2716,0,0,1775,4,703,1300,760,11,5,4,650,99,636,650,18,988,394,51,2,1,4,17,20,66,20,7,22,4,2,60,45,-1
3,1,1,1,12397,7,5336,592,762,917,47.5,47.5,30,30,30,30,2,1634,1,67538,94182,2,1,1,28,-1,16,4,2,26,15,15,0,47.5,47.5,30,30,30,30,50,50,20,20,762,2,1274,592,795,11,18,2,1634,2617,1619,1634,1,176,1715,3,2,1,2,1,2,68,5,15,7,2,15,2,41,-1
3,1,1,1,21322,20,10072,930,1200,26,3556.02,3556.02,3556,3556,3556,3556,3,1944,1,6747,4932,3,1,1,29,-1,16,10,6,80,25,25,0,3556.02,3556.02,3556,3556,3556,3556,6110,6110,2554,2554,1200,3,861,930,877,11,5,3,1944,722,1933,1944,9,1068,614,23,2,2,3,9,20,10,1,25,20,3,25,3,41,-1
3,1,1,1,10503,1,4496,951,1229,1033,3450,3450,3105,3105,3105,3105,1,2710,1,25765,335077,1,1,1,15,-1,10,11,7,3,23,23,0,3450,3450,3105,3105,3105,3105,6355,6355,3250,3250,1229,1,1201,951,877,8,5,1,2709,1521,2697,2710,18,1015,1185,14,2,1,1,17,20,79,20,23,1,1,23,1,41,-1
3,1,1,1,29903,32,15288,639,830,608,2649.2,2649.2,2105,2105,2105,2105,4,509,41,63742,172090,52,1,45,30,-1,16,4,2,806,7,7,0,2649.2,2649.2,2105,2105,2105,2105,2105,2105,0,0,830,4,1529,639,581,11,5,4,509,2095,495,509,18,131,1036,14,2,1,4,17,20,66,20,8,32,4,4,52,36,-1
2,1,1,1,36458,32,19668,2357,3078,258,2073,2073,1850,1850,1850,1850,4,296,26,87289,185080,34,1,35,34,-1,17,11,7,806,7,7,0,2073,2073,1850,1850,1850,1850,1850,1850,0,0,3078,4,2150,2357,1278,11,5,4,296,1017,282,296,2,771,571,51,2,1,4,2,21,79,20,8,32,4,4,34,6,-1
3,1,1,1,3919,22,1771,294,395,577,47.2,47.2,35.4,35.4,35.4,35.4,4,1162,7,17921,128720,13,1,21,30,-1,16,1,7,1,6,6,0,47.2,47.2,35.4,35.4,35.4,35.4,35.4,35.4,0,0,395,4,2107,294,795,11,18,4,1162,1022,1148,1162,18,283,303,12,2,1,4,17,2,79,20,7,22,4,2,13,19,-1
3,1,1,1,12147,7,5219,2255,2956,691,513.18,513.18,477,477,477,477,2,3022,1,66838,93715,2,1,1,28,-1,16,3,1,26,15,15,0,513.18,513.18,477,477,477,477,0,0,-477,-477,2956,2,1919,2255,765,11,10,2,3021,1110,3008,3022,8,322,1690,18,2,1,2,8,20,68,5,15,7,2,15,2,41,-1
2,1,1,1,27836,32,13988,1961,2560,213,17137,17137,14301,14301,14301,14301,4,420,26,57141,168074,34,1,35,34,-1,17,11,7,806,7,7,0,17137,17137,14301,14301,14301,14301,14301,14301,0,0,2560,4,1534,1961,924,11,5,4,420,2451,406,420,18,456,382,51,2,1,4,17,20,79,20,8,32,4,4,34,6,-1
3,1,1,1,3663,22,1664,919,1185,754,3520,3520,3015,3015,3015,3015,4,1433,6,20274,128368,12,1,20,30,-1,16,1,7,1,6,6,0,3520,3520,3015,3015,3015,3015,3015,3015,0,0,1185,4,440,919,581,11,5,4,1433,1521,1419,1433,18,1015,1185,14,2,1,4,17,20,71,20,7,22,4,2,12,18,-1
3,1,1,1,26117,32,12866,2168,2850,726,12115,12115,10391,10391,10391,10391,4,836,20,49671,164649,27,1,31,30,-1,16,4,2,806,7,7,0,12115,12115,10391,10391,10391,10391,10391,10391,0,0,2850,4,28,2168,581,11,5,4,836,1109,822,836,18,1256,401,51,2,1,4,17,2,67,17,8,32,4,4,27,2,-1
3,1,1,1,815,22,370,1175,1561,320,599,599,557,557,557,557,4,1388,45,30283,10971,60,1,49,30,-1,16,1,7,1,6,6,0,599,599,557,557,557,557,557,557,0,0,1561,4,1808,1175,935,11,10,4,1388,1170,1374,1388,18,519,1278,24,2,1,4,17,20,79,20,7,22,4,2,60,45,-1
3,1,1,1,20078,20,9586,287,377,1067,30.6,30.6,20.4,20.4,20.4,20.4,3,2682,31,5833,4363,39,1,11,29,-1,16,3,1,80,25,25,0,30.6,30.6,20.4,20.4,20.4,20.4,34,34,13.6,13.6,377,3,2107,287,795,11,18,3,2681,1225,2669,2682,18,581,244,12,2,1,3,17,26,77,21,25,20,3,25,39,32,-1
3,1,1,1,24250,23,11662,1166,1538,164,215,215,160.8,160.8,160.8,160.8,4,650,19,56165,959275,25,1,30,30,-1,16,1,7,100,30,30,0,215,215,160.8,160.8,160.8,160.8,160.8,160.8,0,0,1538,4,1354,1166,795,11,18,4,650,99,636,650,18,988,394,51,2,1,4,17,20,66,20,30,23,4,30,25,1,-1
3,1,1,1,9282,1,4400,951,1229,448,3450,3450,3122,3122,3122,3122,1,2710,1,94460,312218,1,1,1,15,-1,10,11,7,3,23,23,0,3450,3450,3122,3122,3122,3122,6355,6355,3233,3233,1229,1,1201,951,877,8,5,1,2709,1521,2697,2710,18,1015,1185,14,2,1,1,17,20,79,20,23,1,1,23,1,41,-1
2,1,0,0,34184,32,18052,1961,2560,698,0,0,0,0,0,0,4,999,26,78463,180406,34,1,35,34,-1,17,11,7,806,7,7,0,0,0,0,0,0,0,0,0,0,0,2560,4,1534,1961,924,11,5,4,999,927,985,999,2,838,439,51,2,1,4,2,20,79,20,8,32,4,4,34,6,-1
2,1,1,1,8113,22,3892,1961,2558,235,24244.6,24244.6,21335.24,21335.24,21335.24,21335.24,4,381,42,27812,9256,54,1,46,30,-1,16,1,7,1,6,6,0,24244.6,24244.6,21335.24,21335.24,21335.24,21335.24,21335.24,21335.24,0,0,2558,4,1534,1961,924,11,5,4,381,2718,367,381,2,1260,499,51,2,1,4,2,20,79,20,7,22,4,2,54,3,-1
2,1,1,1,37118,32,20128,1942,2533,703,81327,81327,71893.07,71893.07,71893.07,71893.07,4,1030,36,93075,187359,47,1,41,34,-1,17,11,7,806,7,7,0,81327,81327,71893.07,71893.07,71893.07,71893.07,71893.07,71893.07,0,0,2533,4,1494,1942,904,11,5,4,1030,726,1016,1030,9,53,45,11,2,2,4,9,20,12,22,8,32,4,4,47,14,-1
2,1,1,1,21955,20,10438,460,592,885,17663,17663,15896.7,15896.7,15896.7,15896.7,3,2949,29,960,804,37,1,10,29,-1,16,5,3,80,25,25,0,17663,17663,15896.7,15896.7,15896.7,15896.7,15896.7,15896.7,0,0,592,3,237,460,160,11,5,3,2948,2428,2934,2949,18,973,1785,4,2,1,3,17,20,81,21,25,20,3,25,37,27,-1
2,1,1,1,15997,20,7053,455,585,341,17663,17663,15896.7,15896.7,15896.7,15896.7,3,2949,29,2080,1604,37,1,10,29,-1,16,5,3,80,25,25,0,17663,17663,15896.7,15896.7,15896.7,15896.7,15896.7,15896.7,0,0,585,3,232,455,155,11,5,3,2948,2428,2934,2949,18,973,1785,4,2,1,3,17,20,81,21,25,20,3,25,37,27,-1
3,1,1,1,12213,7,5255,646,834,759,2542.5,2542.5,2034,2034,2034,2034,2,2882,1,67055,93849,2,1,1,28,-1,16,3,1,26,15,15,0,2542.5,2542.5,2034,2034,2034,2034,0,0,-2034,-2034,834,2,1929,646,877,11,5,2,2881,1818,2867,2882,4,935,90,2,2,1,2,4,20,68,5,15,7,2,15,2,41,-1
2,1,1,1,25766,32,12632,2357,3078,750,1900,1900,1552,1552,1552,1552,4,296,26,49967,163903,34,1,35,34,-1,17,11,7,806,7,7,0,1900,1900,1552,1552,1552,1552,1552,1552,0,0,3078,4,2150,2357,1278,11,5,4,296,1017,282,296,2,771,571,51,2,1,4,2,21,79,20,8,32,4,4,34,6,-1
3,1,1,1,5538,22,2598,919,1185,157,3520,3520,3041,3041,3041,3041,4,174,6,26023,131614,12,1,20,30,-1,16,1,7,1,6,6,0,3520,3520,3041,3041,3041,3041,3041,3041,0,0,1185,4,440,919,581,11,5,4,174,112,160,174,18,116,70,2,2,1,4,17,20,79,20,7,22,4,2,12,18,-1
3,2,2,2,22831,23,10957,582,746,554,252,252,213.6,213.6,213.6,213.6,4,1921,15,67419,1048351,21,1,26,30,-1,16,1,7,100,30,30,0,252,252,213.6,213.6,213.6,213.6,213.6,213.6,0,0,746,4,1294,582,795,11,18,4,1921,1806,1910,1921,18,706,663,23,2,1,4,17,20,67,17,30,23,4,30,21,23,-1
3,1,1,1,13761,7,5871,2255,2956,764,513.18,513.18,0,0,0,0,2,3040,1,70996,96048,2,1,1,28,-1,16,3,1,26,15,15,0,513.18,513.18,0,0,0,0,0,0,0,0,2956,2,1919,2255,765,11,10,2,3039,1505,3026,3040,8,1290,1228,24,2,1,2,8,20,68,5,15,7,2,15,2,41,-1
3,1,1,1,26751,32,13281,1078,1401,908,2200,2200,1347,1347,1347,1347,4,324,11,52220,165885,17,1,25,30,-1,16,4,2,806,7,7,0,2200,2200,1347,1347,1347,1347,1347,1347,0,0,1401,4,1314,1078,878,11,18,4,324,1992,310,324,18,929,555,51,2,1,4,17,2,70,28,8,32,4,4,17,10,-1
3,20,20,20,22843,23,10966,571,730,798,90.8,90.8,68.6,68.6,68.6,68.6,4,2808,23,78888,1051507,30,1,33,30,-1,16,3,1,100,30,30,0,90.8,90.8,68.6,68.6,68.6,68.6,68.6,68.6,0,0,730,4,1521,571,878,11,18,4,2807,257,2794,2808,18,915,1265,8,2,1,4,17,20,65,9,30,23,4,30,30,37,-1
3,1,1,1,21790,20,10351,643,828,818,2467.77,2467.77,2058,2058,2058,2058,3,2041,31,829,702,39,1,11,29,-1,16,12,8,80,25,25,0,2467.77,2467.77,2058,2058,2058,2058,3465,3465,1407,1407,828,3,1944,643,877,11,5,3,2041,2615,2028,2041,18,70,1272,24,2,1,3,17,20,77,21,25,20,3,25,39,32,-1
3,1,1,1,6620,22,3136,919,1185,86,3520,3520,3168,3168,3168,3168,4,614,43,31975,13317,57,1,47,30,-1,16,1,7,1,6,6,0,3520,3520,3168,3168,3168,3168,3168,3168,0,0,1185,4,440,919,581,11,5,4,614,181,600,614,18,1145,1234,24,2,1,4,17,20,79,20,7,22,4,2,57,4,-1
3,1,1,1,2912,22,1397,919,1185,679,3520,3520,3015,3015,3015,3015,4,174,6,19258,127610,12,1,20,30,-1,16,1,7,1,6,6,0,3520,3520,3015,3015,3015,3015,3015,3015,0,0,1185,4,440,919,581,11,5,4,174,112,160,174,18,116,70,2,2,1,4,17,20,79,20,7,22,4,2,12,18,-1
2,1,1,1,32706,32,17035,2357,3078,338,9200,9200,8217,8217,8217,8217,4,296,30,73600,177137,38,1,37,34,-1,17,11,7,806,7,7,0,9200,9200,8217,8217,8217,8217,8217,8217,0,0,3078,4,2150,2357,1278,11,5,4,296,1017,282,296,2,771,571,51,2,1,4,2,21,79,20,8,32,4,4,38,5,-1
2,1,1,1,21759,20,10335,620,807,779,15126.07,15126.07,13613.46,13613.46,13613.46,13613.46,3,2432,29,758,686,37,1,10,29,-1,16,5,3,80,25,25,0,15126.07,15126.07,13613.46,13613.46,13613.46,13613.46,13613.46,13613.46,0,0,807,3,300,620,204,11,5,3,2431,1134,2419,2432,18,622,1415,16,2,1,3,17,20,81,21,25,20,3,25,37,27,-1
3,1,1,1,1885,22,884,514,665,83,70.38,70.38,41.4,41.4,41.4,41.4,4,1320,43,31906,12522,57,1,47,30,-1,16,1,7,1,6,6,0,70.38,70.38,41.4,41.4,41.4,41.4,73.69,73.69,32.29,32.29,665,4,927,514,795,11,18,4,1320,1889,1306,1320,18,620,1433,16,2,1,4,17,20,79,20,7,22,4,2,57,4,-1
2,-1,-1,-1,590,22,284,2357,3078,248,-8953.26,-8953.26,-8282.8,-8282.8,-8282.8,-8282.8,4,822,42,28085,10726,54,1,46,34,-1,17,11,7,1,6,6,0,-8953.26,-8953.26,-8282.8,-8282.8,-8282.8,-8282.8,-8282.8,-8282.8,0,0,3078,4,2150,2357,1278,11,5,4,822,1894,808,822,2,156,354,51,2,1,4,2,20,79,20,7,22,4,2,54,3,-1
2,1,1,1,26431,32,13072,2357,3078,885,2273.19,2273.19,2023.14,2023.14,2023.14,2023.14,4,869,26,51886,165265,34,1,35,34,-1,17,11,7,806,7,7,0,2273.19,2273.19,2023.14,2023.14,2023.14,2023.14,2023.14,2023.14,0,0,3078,4,2150,2357,1278,11,5,4,869,1543,855,869,18,743,755,23,2,1,4,17,20,79,20,8,32,4,4,34,6,-1
3,1,1,1,7011,22,3355,919,1185,325,3520,3520,3016,3016,3016,3016,4,174,43,30324,8487,57,1,47,30,-1,16,1,7,1,6,6,0,3520,3520,3016,3016,3016,3016,3016,3016,0,0,1185,4,440,919,581,11,5,4,174,112,160,174,18,116,70,2,2,1,4,17,20,79,20,7,22,4,2,57,4,-1
2,1,1,1,18593,20,8648,1458,1968,432,7950,7950,7473,7473,7473,7473,3,2143,29,4614,3282,37,1,10,29,-1,16,1,7,80,25,25,0,7950,7950,7473,7473,7473,7473,0,0,-7473,-7473,1968,3,1215,1458,794,11,5,3,2142,1746,2129,2143,3,613,1360,24,2,1,3,3,20,81,21,25,20,3,25,37,27,-1
3,1,1,1,23828,23,11435,514,665,357,74.8,74.8,40.8,40.8,40.8,40.8,4,509,41,86594,903165,52,1,45,30,-1,16,4,2,100,30,30,0,74.8,74.8,40.8,40.8,40.8,40.8,40.8,40.8,0,0,665,4,927,514,795,11,18,4,509,2095,495,509,18,131,1036,14,2,1,4,17,20,66,20,30,23,4,30,52,36,-1
3,1,1,1,21005,20,9993,289,383,295,13.6,13.6,10.2,10.2,10.2,10.2,3,21,31,6589,4821,39,1,11,29,-1,16,3,1,80,25,25,0,13.6,13.6,10.2,10.2,10.2,10.2,17,17,6.8,6.8,383,3,1078,289,795,11,18,3,21,1023,7,21,18,283,303,12,2,1,3,17,20,77,21,25,20,3,25,39,32,-1
