"","soi_ordered_quantity","soi_line_net_sales_functional","soi_line_total_cost_functional","soi_line_prime_cost_corp","soi_ucortp","soi_lob_l2_key","soi_code_desc","soi_location_code","soi_totaldiscountlocal","soi_totaldiscountcorp","itm_item_key","itm_organization_id","cust_customer_id","cust_customer_number","cust_customer_key","cust_dsn","cust_bmsreceivabletypecode","eng_em_key"
"1478",1,4557,3966,3966,15,30,2,806,0,0,495,4,848,834,848,4,17,-1
"1479",1,75487,64164,64164,27,34,2,806,0,0,2535,4,360,346,360,4,2,-1
"1480",1,4571,3621,3621,23,30,7,1,0,0,1201,4,665,651,665,4,17,-1
"1481",1,0,0,0,21,29,1,80,0,0,1586,3,2211,2199,2212,3,4,-1
"1482",1,3857.62,3317.56,3317.56,30,34,7,806,0,0,3078,4,582,568,582,4,17,-1
"1483",1,99,59.4,59.4,7,30,7,1,0,0,772,4,1334,1320,1334,4,17,-1
"1484",1,3520,3041,3041,43,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"1485",1,45,30,30,1,29,8,2,20,20,763,3,2601,2589,2602,3,17,-1
"1486",1,0,0,0,1,29,6,80,3390,3390,827,3,1601,1586,1601,3,10,-1
"1487",1,0,0,0,1,29,6,50,0,0,2368,3,2959,2945,2960,3,10,-1
"1488",1,513.18,477,477,1,28,1,26,-477,-477,2956,2,3044,3031,3045,2,8,-1
"1489",1,4365.4,3588,3588,1,28,1,26,-3588,-3588,1192,2,2999,2986,3000,2,8,-1
"1490",1,23554,20097,20097,30,34,7,806,0,0,2560,4,296,282,296,4,2,-1
"1491",1,19,15,15,41,30,7,100,0,0,1348,4,435,421,435,4,17,-1
"1492",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"1493",1,0,0,0,42,30,7,1,0,0,2558,4,1483,1469,1483,4,2,-1
"1494",2,18660,14704.56,14704.56,42,30,7,1,0,0,2720,4,1305,1291,1305,4,17,-1
"1495",1,44450.6,36657.34,36657.34,42,30,7,1,0,0,2558,4,1318,1304,1318,4,17,-1
"1496",1,33960.86,30225.16,30225.16,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"1497",1,170.5,93,93,19,30,2,100,0,0,742,4,1905,1893,1905,4,4,-1
"1498",1,61500,54120,54120,29,29,7,80,-54120,-54120,518,3,2142,2129,2143,3,3,-1
"1499",1,4517.65,3840,3840,20,29,4,80,2560,2560,1513,3,2250,2238,2251,3,17,-1
"1500",-1,-625.62,0,0,2,28,1,26,0,0,1559,2,3035,3022,3036,2,8,-1
"1501",1,8400,8400,8400,36,34,7,806,0,0,1836,4,1022,1008,1022,4,9,-1
"1502",1,5160,4113,4113,10,30,7,806,0,0,1317,4,281,267,281,4,17,-1
"1503",1,7883,6133,6133,7,30,7,806,0,0,1217,4,206,192,206,4,17,-1
"1504",1,32875,28930,28930,29,29,3,80,0,0,807,3,2245,2233,2246,3,17,-1
"1505",1,1714,1379.1,1379.1,10,30,2,806,0,0,1402,4,258,244,258,4,17,-1
"1506",1,38,30,30,7,30,7,100,0,0,764,4,281,267,281,4,17,-1
"1507",2,29.4,23.52,23.52,7,34,7,1,14.12,14.12,269,4,1321,1307,1321,4,17,-1
"1508",1,60.35,42.6,42.6,1,28,5,26,28.4,28.4,646,2,2219,2207,2220,2,12,-1
"1509",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"1510",1,0,0,0,1,29,6,80,8710,8710,143,3,2403,2391,2404,3,10,-1
"1511",1,3290,2846.34,2846.34,26,34,7,806,0,0,3078,4,135,121,135,4,17,-1
"1512",1,40520.16,35072,35072,29,33,3,80,0,0,1297,3,2238,2226,2239,3,17,-1
"1513",1,2543,2034,2034,5,30,7,806,0,0,830,4,222,208,222,4,17,-1
"1514",1,705.6,635.04,635.04,29,33,3,80,0,0,2332,3,2412,2400,2413,3,17,-1
"1515",1,23157.82,20378.88,20378.88,29,29,7,80,0,0,1304,3,2314,2302,2315,3,17,-1
"1516",1,3520,3052,3052,31,29,4,80,3398,3398,1127,3,2720,2708,2721,3,17,-1
"1517",1,0,0,0,21,29,1,80,0,0,168,3,2845,2832,2846,3,13,-1
"1518",1,10104,7351,7351,31,29,8,80,5279,5279,196,3,21,7,21,3,17,-1
"1519",1,3520,3015,3015,6,30,7,1,0,0,1185,4,174,160,174,4,17,-1
"1520",1,3217,2642,2642,23,30,8,1,0,0,922,4,2807,2794,2808,4,17,-1
"1521",1,450,0,0,26,34,7,806,0,0,2560,4,2827,2814,2828,4,17,-1
"1522",1,3682,3126,3126,6,30,7,806,0,0,1188,4,614,600,614,4,17,-1
"1523",1,3584,2779,2779,5,30,7,1,0,0,954,4,1563,1549,1563,4,17,-1
"1524",1,3393,2782,2782,43,30,8,1,0,0,915,4,2807,2794,2808,4,17,-1
"1525",1,1276,1123,1123,26,34,7,806,0,0,3078,4,487,473,487,4,17,-1
"1526",1,71,42.6,42.6,43,30,7,1,0,0,648,4,1334,1320,1334,4,17,-1
"1527",1,2551,2037,2037,41,30,7,806,0,0,830,4,1969,1958,1969,4,17,-1
"1528",1,142.4,106.8,106.8,21,29,1,80,71.2,71.2,745,3,2444,2432,2445,3,17,-1
"1529",1,7789,5976,5976,7,30,7,806,0,0,1217,4,252,238,252,4,17,-1
"1530",1,3450,2981,2981,7,30,7,806,0,0,1188,4,174,160,174,4,17,-1
"1531",1,48490,42186.3,42186.3,29,29,7,80,0,0,996,3,2082,2069,2083,3,17,-1
"1532",1,3520,3015,3015,6,30,7,1,0,0,1185,4,174,160,174,4,17,-1
"1533",1,625.62,557,557,21,29,1,80,148,148,1560,3,2423,2411,2424,3,17,-1
"1534",1,0,0,0,29,29,3,80,0,0,2725,3,2067,2054,2068,3,17,-1
"1535",1,3520,3015,3015,6,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"1536",7,487.48,243.74,243.74,8,11,7,100,243.74,243.74,572,4,2617,2605,2618,4,17,-1
"1537",1,0,0,0,41,34,7,1,0,0,93,4,1488,1474,1488,4,17,-1
"1538",1,12900,0,0,30,34,7,806,0,0,2457,4,822,808,822,4,2,-1
"1539",1,68400.01,42588.1,42588.1,22,34,7,806,0,0,3078,4,2008,1995,2008,4,2,-1
"1540",1,866011,770000,770000,30,34,7,806,0,0,2560,4,300,286,300,4,17,-1
"1541",1,4360.98,3576,3576,26,34,7,806,0,0,3078,4,1068,1054,1068,4,17,-1
"1542",1,36372,32007.36,32007.36,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"1543",30,660,522,522,7,30,7,1,0,0,365,4,1433,1419,1433,4,17,-1
"1544",1,5800,5056,5056,29,33,3,80,0,0,2677,3,2235,2223,2236,3,17,-1
"1545",1,5649,4390,4390,10,30,7,806,0,0,184,4,225,211,225,4,17,-1
"1546",1,2690.8,2140,2140,41,30,2,806,0,0,830,4,789,775,789,4,17,-1
"1547",1,0,0,0,22,34,7,806,0,0,3078,4,2008,1995,2008,4,2,-1
"1548",1,3214,2442,2442,43,30,7,1,0,0,570,4,252,238,252,4,17,-1
"1549",1,13390,11592.65,11592.65,26,34,7,1,0,0,2052,4,773,759,773,4,2,-1
"1550",1,599,556.92,556.92,45,30,7,1,0,0,1561,4,1390,1376,1390,4,17,-1
"1551",-10,-5450,-4601.6,-4601.6,24,7,8,806,-2162.8,-2162.8,1406,4,324,310,324,4,17,-1
"1552",1,7789,5976,5976,7,30,2,806,0,0,1217,4,252,238,252,4,17,-1
"1553",1,4512,4392,4392,11,30,7,806,0,0,184,4,324,310,324,4,17,-1
"1554",1,0,0,0,21,29,1,80,0,0,1446,3,2845,2832,2846,3,13,-1
"1555",1,648.92,571.05,571.05,26,23,2,1,0,0,2294,4,584,570,584,4,2,-1
"1556",1,10397.67,10150,10150,1,28,1,26,-10150,-10150,2014,2,2987,2974,2988,2,8,-1
"1557",1,0,0,0,30,34,7,806,0,0,2560,4,2008,1995,2008,4,2,-1
"1558",-1,-11807,0,0,24,5,7,806,0,0,2861,4,600,586,600,4,17,1800061900
"1559",2,23.92,13.44,13.44,45,27,1,3,10.48,10.48,1531,1,2896,2882,2897,1,4,-1
"1560",1,0,0,0,29,29,7,80,0,0,2725,3,2032,2019,2032,3,17,-1
"1561",1,5038.27,4551.5,4551.5,30,34,7,806,0,0,3078,4,672,658,672,4,2,-1
"1562",10,290.4,200.5,200.5,31,29,1,80,148,148,102,3,2041,2028,2041,3,17,-1
"1563",1,5010.2,3666,3666,31,29,4,80,2444,2444,1200,3,2267,2255,2268,3,17,-1
"1564",-1,-4219,-2953.86,-2953.86,22,34,7,806,0,0,3078,4,724,710,724,4,17,-1
"1565",1,0,0,0,30,34,7,806,0,0,2560,4,296,282,296,4,2,-1
"1566",1,188,161.4,161.4,45,30,7,1,0,0,1771,4,1309,1295,1309,4,17,-1
"1567",1,513.18,477,477,21,29,1,80,318,318,2959,3,2211,2199,2212,3,4,-1
"1568",1,0,0,0,29,29,3,80,0,0,2703,3,2578,2566,2579,3,17,-1
"1569",1,798,718.22,718.22,29,33,3,80,0,0,2286,3,2412,2400,2413,3,17,-1
"1570",1,0,0,0,45,30,7,1,0,0,1750,4,1815,1802,1815,4,6,-1
"1571",1,142.4,106.8,106.8,1,28,1,26,71.2,71.2,744,2,3035,3022,3036,2,8,-1
"1572",-1,-64312,-64312,-64312,30,34,7,806,0,0,2155,4,1083,1069,1083,4,17,-1
"1573",1,1684,1384.78,1384.78,10,30,2,806,0,0,1403,4,1505,1491,1505,4,17,-1
"1574",1,102694,92362.98,92362.98,36,34,7,806,0,0,2533,4,1022,1008,1022,4,9,-1
"1575",1,0,0,0,30,34,7,806,0,0,2560,4,615,601,615,4,17,-1
"1576",1,0,0,0,26,34,7,806,0,0,2560,4,445,431,445,4,17,-1
"1577",-1,-22944.27,-20685,-20685,26,34,7,806,0,0,2560,4,1877,1865,1877,4,17,-1
"1578",1,5368,3288,3288,31,29,4,80,2362,2362,799,3,1938,1927,1938,3,17,-1
"1579",1,642,577,577,1,27,1,3,490.58,490.58,1419,1,1872,1860,1872,1,4,-1
"1580",1,3520,3041,3041,43,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"1581",1,1810.12,1361.91,1361.91,42,34,7,1,0,0,3078,4,158,144,158,4,17,-1
"1582",1,3217,2615,2615,41,30,7,806,0,0,927,4,2807,2794,2808,4,17,-1
"1583",1,1684,1347,1347,7,30,7,806,0,0,1682,4,324,310,324,4,17,-1
"1584",1,2387.79,2149,2149,26,34,7,806,0,0,3078,4,2406,2394,2407,4,17,-1
"1585",1,0,0,0,26,34,7,806,0,0,2560,4,248,234,248,4,2,-1
"1586",1,3450,3122,3122,1,15,7,3,3233,3233,1229,1,2709,2697,2710,1,17,-1
"1587",1,49725,49725,49725,29,25,7,1,0,0,240,3,1867,1855,1867,3,9,-1
"1588",1,188,161.4,161.4,45,30,7,1,0,0,1771,4,712,698,712,4,17,-1
"1589",1,513.18,477,477,1,28,1,26,-477,-477,2956,2,3035,3022,3036,2,8,-1
"1590",2,100,60,60,43,30,7,1,0,0,764,4,1790,1777,1790,4,6,-1
"1591",1,9473,7275,7275,43,30,7,1,0,0,197,4,509,495,509,4,17,-1
"1592",1,4954,3925,3925,43,30,8,1,0,0,1201,4,252,238,252,4,17,-1
"1593",1,0,0,0,23,30,7,806,0,0,830,4,727,713,727,4,17,-1
"1594",1,7624,5977,5977,41,30,7,806,0,0,1261,4,650,636,650,4,17,-1
"1595",-1,-23900,-18606.06,-18606.06,26,34,7,806,0,0,2560,4,1204,1190,1204,4,17,-1
"1596",1,3450,2991,2991,1,15,7,3,3364,3364,1229,1,2709,2697,2710,1,17,-1
"1597",1,427.51,398,398,21,29,1,80,265,265,2938,3,2444,2432,2445,3,17,-1
"1598",1,266230,235328.09,235328.09,30,34,7,1,0,0,2560,4,26,12,26,4,17,-1
"1599",1,3420,3269,3269,37,30,7,1,0,0,1187,4,2670,2658,2671,4,9,-1
"1600",1,3104,2716,2716,45,30,7,1,0,0,1775,4,1341,1327,1341,4,17,-1
"1601",1,54,27,27,30,34,7,806,0,0,554,4,728,714,728,4,17,-1
"1602",1,513.18,477,477,1,28,1,26,-477,-477,2956,2,3035,3022,3036,2,8,-1
"1603",1,7789,5976,5976,7,30,2,806,0,0,1217,4,252,238,252,4,17,-1
"1604",-1,-1311.97,-1141.42,-1141.42,26,34,7,806,0,0,3078,4,2827,2814,2828,4,17,-1
"1605",1,38055,33107.85,33107.85,29,29,7,80,0,0,1286,3,2155,2142,2156,3,17,-1
"1606",1,1119.26,986,986,22,34,7,806,0,0,3078,4,2827,2814,2828,4,17,-1
"1607",1,32224,27018,27018,26,34,7,806,0,0,2560,4,812,798,812,4,17,-1
"1608",1,2543,1993,1993,41,30,7,806,0,0,830,4,650,636,650,4,17,-1
"1609",1,34747.6,30534,30534,1,34,5,806,-10454,-10454,540,4,1011,997,1011,4,9,-1
"1610",1,2650,2327,2327,30,34,7,806,0,0,3078,4,296,282,296,4,2,-1
"1611",1,7622,5967,5967,7,30,2,806,0,0,1217,4,677,663,677,4,17,-1
"1612",3,76.8,57.6,57.6,21,29,1,80,38.4,38.4,1367,3,2716,2704,2717,3,17,-1
"1613",1,71997,61874.22,61874.22,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"1614",1,0,0,0,1,30,6,1,0,0,831,4,2971,2957,2972,4,10,-1
"1615",1,5955,5060.94,5060.94,30,34,7,1,0,0,3078,4,584,570,584,4,2,-1
"1616",10,1524.6,1188,1188,23,30,8,100,0,0,848,4,2807,2794,2808,4,17,-1
"1617",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"1618",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"1619",1,2467.77,2037,2037,43,30,7,1,0,0,833,4,1313,1299,1313,4,17,-1
"1620",-1,-513.18,0,0,2,28,1,26,0,0,2956,2,3062,3049,3063,2,8,-1
"1621",1,2450,2155,2155,30,34,7,806,0,0,3078,4,296,282,296,4,2,-1
"1622",1,0,0,0,21,29,1,80,0,0,1560,3,2399,2387,2400,3,17,-1
"1623",1,24255,19790,19790,26,34,7,806,0,0,2560,4,368,354,368,4,17,-1
"1624",1,61.2,19.8,19.8,41,30,7,100,0,0,760,4,509,495,509,4,17,-1
"1625",1,3943,2817,2817,43,30,7,1,0,0,915,4,1718,1704,1718,4,6,-1
"1626",1,4535,3622,3622,41,30,7,806,0,0,1126,4,1969,1958,1969,4,17,-1
"1627",1,15040,12468,12468,30,34,7,806,0,0,2560,4,990,976,990,4,17,-1
"1628",1,4620,3622,3622,41,30,7,806,0,0,1126,4,509,495,509,4,17,-1
"1629",1,5694,0,0,10,30,7,806,0,0,184,4,1505,1491,1505,4,17,-1
"1630",1,2633,2158,2158,7,30,2,806,0,0,830,4,727,713,727,4,17,-1
"1631",1,2868,2782,2782,1,30,6,1,0,0,915,4,1012,998,1012,4,9,-1
"1632",-1,0,0,0,26,34,7,806,0,0,2161,4,36,22,36,4,17,-1
"1633",1,599,557,557,15,30,7,1,0,0,1561,4,1080,1066,1080,4,17,-1
"1634",1,0,0,0,42,30,7,1,0,0,2558,4,280,266,280,4,2,-1
"1635",1,1684,1347,1347,10,30,2,806,0,0,1670,4,1505,1491,1505,4,17,-1
"1636",1,13098,8555,8555,5,30,7,1,0,0,500,4,1316,1302,1316,4,17,-1
"1637",1,542009,470000,470000,30,34,7,806,0,0,2560,4,476,462,476,4,17,-1
"1638",1,7389,5390,5390,31,29,4,90,2770,2770,1268,3,3108,3095,3109,3,17,-1
"1639",1,14506,11457,11457,22,34,7,806,0,0,3078,4,96,82,96,4,2,-1
"1640",1,0,0,0,26,34,7,806,0,0,2560,4,1059,1045,1059,4,17,-1
"1641",1,0,0,0,26,34,7,806,0,0,2560,4,688,674,688,4,2,-1
"1642",1,0,0,0,7,30,7,1,0,0,1187,4,206,192,206,4,17,-1
"1643",1,0,0,0,1,29,6,80,5720,5720,1171,3,16,2,16,3,10,-1
"1644",1,3593.55,3342,3342,21,29,1,80,2558,2558,1695,3,2845,2832,2846,3,13,-1
"1645",1,47861.4,43007.76,43007.76,36,34,7,806,0,0,2533,4,2453,2441,2454,4,9,-1
"1646",1,20310.91,18347,18347,26,34,7,806,0,0,2560,4,487,473,487,4,17,-1
"1647",1,513.18,477,477,21,29,1,80,318,318,2959,3,2211,2199,2212,3,4,-1
"1648",2,18,12,12,31,29,1,80,8,8,650,3,21,7,21,3,17,-1
"1649",1,2088,1712.01,1712.01,42,30,7,1,0,0,3076,4,1839,1826,1839,4,2,-1
"1650",1,2375,0,0,30,34,7,806,0,0,3048,4,135,121,135,4,17,-1
"1651",1,620.5,577,577,45,27,7,3,490.58,490.58,1419,1,1872,1860,1872,1,4,-1
"1652",1,267.9,169.2,169.2,1,28,2,26,112.8,112.8,1590,2,3135,3122,3136,2,8,-1
"1653",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"1654",2,1151.64,719.78,719.78,43,34,7,1,431.86,431.86,1105,4,1162,1148,1162,4,17,-1
"1655",1,725,500,500,30,34,7,1,0,0,2560,4,300,286,300,4,17,-1
"1656",1,3104,2716,2716,45,30,7,1,0,0,1775,4,650,636,650,4,17,-1
"1657",1,47.5,30,30,1,28,2,26,20,20,762,2,1634,1619,1634,2,1,-1
"1658",1,3556.02,3556,3556,1,29,6,80,2554,2554,1200,3,1944,1933,1944,3,9,-1
"1659",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"1660",1,2649.2,2105,2105,41,30,2,806,0,0,830,4,509,495,509,4,17,-1
"1661",1,2073,1850,1850,26,34,7,806,0,0,3078,4,296,282,296,4,2,-1
"1662",1,47.2,35.4,35.4,7,30,7,1,0,0,395,4,1162,1148,1162,4,17,-1
"1663",1,513.18,477,477,1,28,1,26,-477,-477,2956,2,3021,3008,3022,2,8,-1
"1664",1,17137,14301,14301,26,34,7,806,0,0,2560,4,420,406,420,4,17,-1
"1665",1,3520,3015,3015,6,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"1666",1,12115,10391,10391,20,30,2,806,0,0,2850,4,836,822,836,4,17,-1
"1667",1,599,557,557,45,30,7,1,0,0,1561,4,1388,1374,1388,4,17,-1
"1668",1,30.6,20.4,20.4,31,29,1,80,13.6,13.6,377,3,2681,2669,2682,3,17,-1
"1669",1,215,160.8,160.8,19,30,7,100,0,0,1538,4,650,636,650,4,17,-1
"1670",1,3450,3122,3122,1,15,7,3,3233,3233,1229,1,2709,2697,2710,1,17,-1
"1671",1,0,0,0,26,34,7,806,0,0,2560,4,999,985,999,4,2,-1
"1672",1,24244.6,21335.24,21335.24,42,30,7,1,0,0,2558,4,381,367,381,4,2,-1
"1673",1,81327,71893.07,71893.07,36,34,7,806,0,0,2533,4,1030,1016,1030,4,9,-1
"1674",1,17663,15896.7,15896.7,29,29,3,80,0,0,592,3,2948,2934,2949,3,17,-1
"1675",1,17663,15896.7,15896.7,29,29,3,80,0,0,585,3,2948,2934,2949,3,17,-1
"1676",1,2542.5,2034,2034,1,28,1,26,-2034,-2034,834,2,2881,2867,2882,2,4,-1
"1677",1,1900,1552,1552,26,34,7,806,0,0,3078,4,296,282,296,4,2,-1
"1678",1,3520,3041,3041,6,30,7,1,0,0,1185,4,174,160,174,4,17,-1
"1679",2,252,213.6,213.6,15,30,7,100,0,0,746,4,1921,1910,1921,4,17,-1
"1680",1,513.18,0,0,1,28,1,26,0,0,2956,2,3039,3026,3040,2,8,-1
"1681",1,2200,1347,1347,11,30,2,806,0,0,1401,4,324,310,324,4,17,-1
"1682",20,90.8,68.6,68.6,23,30,1,100,0,0,730,4,2807,2794,2808,4,17,-1
"1683",1,2467.77,2058,2058,31,29,8,80,1407,1407,828,3,2041,2028,2041,3,17,-1
"1684",1,3520,3168,3168,43,30,7,1,0,0,1185,4,614,600,614,4,17,-1
"1685",1,3520,3015,3015,6,30,7,1,0,0,1185,4,174,160,174,4,17,-1
"1686",1,9200,8217,8217,30,34,7,806,0,0,3078,4,296,282,296,4,2,-1
"1687",1,15126.07,13613.46,13613.46,29,29,3,80,0,0,807,3,2431,2419,2432,3,17,-1
"1688",1,70.38,41.4,41.4,43,30,7,1,32.29,32.29,665,4,1320,1306,1320,4,17,-1
"1689",-1,-8953.26,-8282.8,-8282.8,42,34,7,1,0,0,3078,4,822,808,822,4,2,-1
"1690",1,2273.19,2023.14,2023.14,26,34,7,806,0,0,3078,4,869,855,869,4,17,-1
"1691",1,3520,3016,3016,43,30,7,1,0,0,1185,4,174,160,174,4,17,-1
"1692",1,7950,7473,7473,29,29,7,80,-7473,-7473,1968,3,2142,2129,2143,3,3,-1
"1693",1,74.8,40.8,40.8,41,30,2,100,0,0,665,4,509,495,509,4,17,-1
"1694",1,13.6,10.2,10.2,31,29,1,80,6.8,6.8,383,3,21,7,21,3,17,-1
"1695",1,0,0,0,1,29,6,4,3390,3390,827,3,2959,2945,2960,3,10,-1
"1696",1,22.5,16.8,16.8,21,29,7,80,11.2,11.2,283,3,2373,2361,2374,3,17,-1
"1697",1,3450,2981,2981,7,30,7,806,0,0,1188,4,174,160,174,4,17,-1
"1698",1,146784,74489,74489,1,19,2,806,0,0,2376,4,1022,1008,1022,4,9,-1672779337
"1699",1,1789,1556,1556,26,34,7,806,0,0,3078,4,368,354,368,4,17,-1
"1700",1,9577.77,6576,6576,32,29,2,6,4384,4384,131,3,2083,2070,2084,3,17,-1
"1701",1,3450,3122,3122,1,15,7,3,3233,3233,1229,1,2709,2697,2710,1,17,-1
"1702",-1,-340,0,0,29,33,3,80,0,0,124,3,2907,2893,2908,3,3,-1
"1703",1,3729,3481,3481,1,28,1,26,-3481,-3481,530,2,3015,3002,3016,2,8,-1
"1704",1,12150,10184,10184,26,34,7,806,0,0,2560,4,420,406,420,4,17,-1
"1705",1,1200,750,750,30,34,7,806,0,0,2560,4,1061,1047,1061,4,17,-1
"1706",1,7396,5797,5797,7,30,2,806,0,0,1212,4,261,247,261,4,17,-1
"1707",1,0,0,0,22,34,7,806,0,0,3078,4,1733,1719,1733,4,2,-1
"1708",8,237.6,158.4,158.4,31,29,8,4,105.6,105.6,759,3,2041,2028,2041,3,17,-1
"1709",1,3450,0,0,7,30,7,806,0,0,1188,4,174,160,174,4,17,-1
"1710",1,0,0,0,29,29,7,80,0,0,2638,3,2142,2129,2143,3,3,-1
"1711",1,4264,3838,3838,1,27,1,3,3261.39,3261.39,1457,1,1872,1860,1872,1,4,-1
"1712",1,3520,3015,3015,6,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"1713",1,541760,433408,433408,29,29,7,80,0,0,321,3,2295,2283,2296,3,3,-1
"1714",1,11514.63,9787,9787,29,33,3,80,0,0,2644,3,2320,2308,2321,3,17,-1
"1715",-1,-3450,-3105,-3105,2,15,7,3,-3250,-3250,1229,1,2709,2697,2710,1,17,-1
"1716",1,38095,32380.75,32380.75,30,34,7,806,0,0,2560,4,562,548,562,4,17,-1
"1717",3,25.95,22.47,22.47,43,30,1,100,0,0,258,4,2807,2794,2808,4,17,-1
"1718",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"1719",1,3475,2747,2747,5,30,7,806,0,0,955,4,1969,1958,1969,4,17,-1
"1720",2,134.9,85.2,85.2,1,28,2,26,56.8,56.8,646,2,2449,2437,2450,2,8,-1
"1721",1,14300,12155,12155,19,30,7,806,0,0,1750,4,509,495,509,4,17,-1
"1722",1,0,0,0,29,29,3,80,0,0,2627,3,2084,2071,2085,3,17,-1
"1723",1,3540,2747,2747,23,30,7,1,0,0,954,4,1146,1132,1146,4,17,-1
"1724",1,1700,1530,1530,26,34,7,806,0,0,3078,4,354,340,354,4,17,-1
"1725",1,29609.29,26648.36,26648.36,29,29,7,80,0,0,1152,3,1859,1846,1859,3,17,-1
"1726",1,4518,3614,3614,1,28,1,26,-3614,-3614,1189,2,2961,2947,2962,2,8,-1
"1727",1,8250,6597.29,6597.29,42,34,7,1,0,0,3078,4,1305,1291,1305,4,17,-1
"1728",1,689923,604391,604391,30,34,7,806,0,0,3078,4,552,538,552,4,17,-1
"1729",1,93623.99,80506,80506,26,34,7,1,0,0,2533,4,701,687,701,4,2,-1
"1730",1,26478,23538.24,23538.24,36,34,7,806,0,0,2533,4,1009,995,1009,4,9,-1
"1731",1,3450,2981,2981,7,30,7,806,0,0,1188,4,174,160,174,4,17,-1
"1732",-1,-22083.66,-19434,-19434,29,33,3,80,0,0,2070,3,2584,2572,2585,3,17,-1
"1733",1,4726.2,3767,3767,41,30,2,806,0,0,1126,4,509,495,509,4,17,-1
"1734",1,4669,3678,3678,7,30,7,1,0,0,1201,4,606,592,606,4,17,-1
"1735",1,7596.94,6685.29,6685.29,30,34,7,1,0,0,2560,4,1483,1469,1483,4,2,-1
"1736",1,73205,65240.3,65240.3,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"1737",1,2620,2064,2064,43,30,7,1,0,0,833,4,727,713,727,4,17,-1
"1738",2,14470,11242.72,11242.72,42,30,7,1,0,0,2704,4,1305,1291,1305,4,17,-1
"1739",1,9.05,9.13,9.13,7,30,7,100,0,0,447,4,2807,2794,2808,4,17,-1
"1740",1,0,0,0,30,34,7,806,0,0,2560,4,714,700,714,4,17,-1
"1741",1,54263.62,47751.54,47751.54,30,34,7,1,0,0,2560,4,584,570,584,4,2,-1
"1742",1,13,10.8,10.8,45,30,7,1,0,0,1794,4,650,636,650,4,17,-1
"1743",1,0,0,0,1,29,6,80,3390,3390,827,3,2751,2738,2752,3,10,-1
"1744",1,3749,0,0,7,30,2,806,0,0,955,4,588,574,588,4,17,-1
"1745",1,5649,4390,4390,7,30,7,806,0,0,184,4,1505,1491,1505,4,17,-1
"1746",1,27.55,17.4,17.4,1,28,2,26,11.6,11.6,363,2,3054,3041,3055,2,17,-1
"1747",1,23.98,17.99,17.99,1,29,1,50,11.99,11.99,707,3,2845,2832,2846,3,13,-1
"1748",1,0,0,0,26,34,7,806,0,0,2560,4,869,855,869,4,17,-1
"1749",1,3520,3754,3754,31,29,4,80,2696,2696,1127,3,2720,2708,2721,3,17,-1
"1750",1,129880,115369.55,115369.55,30,34,7,806,0,0,2560,4,63,49,63,4,17,-1
"1751",1,3632,2642,2642,43,30,7,1,0,0,921,4,1290,1276,1290,4,17,-1
"1752",1,2467.77,2058,2058,31,29,8,80,1407,1407,828,3,2041,2028,2041,3,17,-1
"1753",1,3670,3365,3365,15,30,7,806,0,0,495,4,509,495,509,4,17,-1
"1754",1,0,0,0,31,29,8,80,0,0,828,3,2041,2028,2041,3,17,-1
"1755",1,3475.61,2850,2850,29,33,3,80,0,0,2904,3,2300,2288,2301,3,17,-1
"1756",1,4350,2810,2810,26,34,7,806,0,0,3078,4,280,266,280,4,2,-1
"1757",1,0,0,0,43,30,8,1,0,0,1185,4,1433,1419,1433,4,17,-1
"1758",1,8,6,6,23,30,7,100,0,0,651,4,2806,2793,2807,4,17,-1
"1759",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"1760",1,0,0,0,30,34,7,1,0,0,2560,4,1335,1321,1335,4,2,-1
"1761",1,28.5,18,18,1,28,2,26,12,12,695,2,3097,3084,3098,2,15,-1
"1762",1,0,0,0,30,34,7,806,0,0,2560,4,341,327,341,4,17,-1
"1763",1,3500,0,0,42,34,7,1,0,0,2362,4,1909,1897,1909,4,17,-1
"1764",1,131250,105000,105000,29,33,3,80,0,0,2872,3,2012,1999,2012,3,17,-1
"1765",1,30242.48,24679.3,24679.3,42,30,7,1,0,0,2558,4,1099,1085,1099,4,2,-1
