"","soi_ordered_quantity","soi_line_net_sales_functional","soi_line_total_cost_functional","soi_line_prime_cost_corp","soi_ucortp","soi_lob_l2_key","soi_code_desc","soi_location_code","soi_totaldiscountlocal","soi_totaldiscountcorp","itm_item_key","itm_organization_id","cust_customer_id","cust_customer_number","cust_customer_key","cust_dsn","cust_bmsreceivabletypecode","eng_em_key"
"293",1,59,35.4,35.4,31,29,4,80,23.6,23.6,394,3,2267,2255,2268,3,17,-1
"294",1,8554.02,7271,7271,1,28,1,26,-7271,-7271,1632,2,3021,3008,3022,2,8,-1
"295",1,625.62,557,557,1,28,1,26,-557,-557,1559,2,3035,3022,3036,2,8,-1
"296",1,2985,2572,2572,7,30,7,1,0,0,940,4,1182,1168,1182,4,17,-1
"297",1,8196,6158,6158,1,28,2,26,-6158,-6158,1218,2,2964,2950,2965,2,8,-1
"298",1,99,59.4,59.4,31,29,4,4,39.6,39.6,771,3,2303,2291,2304,3,17,-1
"299",1,0,3825.55,3825.55,26,34,7,806,0,0,1821,4,34,20,34,4,17,-1
"300",1,1683.75,1347,1347,43,30,8,1,0,0,1670,4,281,267,281,4,17,-1
"301",1,2750,2283.7,2283.7,22,34,7,1,0,0,3078,4,860,846,860,4,2,-1
"302",2,100,60,60,32,29,4,80,40,40,763,3,1983,1972,1983,3,17,-1
"303",1,0,0,0,10,30,7,1,0,0,1181,4,206,192,206,4,17,-1
"304",1,3405,2724,2724,41,30,7,1,0,0,921,4,238,224,238,4,17,-1
"305",1,4227,3381,3381,41,30,2,806,0,0,1176,4,509,495,509,4,17,-1
"306",1,561.48,477,477,20,29,4,80,318,318,2959,3,2255,2243,2256,3,13,-1
"307",1,3815,2670,2670,1,28,2,26,-2670,-2670,929,2,2410,2398,2411,2,14,-1
"308",1,4500,4002,4002,29,33,3,1,0,0,886,3,1509,1495,1509,3,17,-1
"309",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"310",1,3599,2747,2747,23,30,7,1,0,0,954,4,1146,1132,1146,4,17,-1
"311",1,188,161.4,161.4,45,30,7,1,0,0,1771,4,712,698,712,4,17,-1
"312",1,89.1,59.4,59.4,41,30,7,100,0,0,772,4,509,495,509,4,17,-1
"313",1,76980.06,66149.6,66149.6,42,34,7,1,0,0,2560,4,582,568,582,4,17,-1
"314",1,105360.6,92717.33,92717.33,36,34,7,806,0,0,2533,4,59,45,59,4,9,-1
"315",1,28665.78,25100,25100,26,34,7,806,0,0,2560,4,354,340,354,4,17,-1
"316",1,92600,80562,80562,29,33,3,80,0,0,2258,3,2379,2367,2380,3,17,-1
"317",1,13753.9,11734,11734,26,34,7,806,0,0,2560,4,273,259,273,4,2,-1
"318",1,75524.4,68727.2,68727.2,36,34,7,806,0,0,2533,4,1010,996,1010,4,9,-1
"319",1,0,0,0,29,29,7,80,0,0,2703,3,2209,2197,2210,3,17,-1
"320",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"321",1,113626.36,97800.73,97800.73,30,34,7,806,0,0,2560,4,582,568,582,4,17,-1
"322",-1,-365,-365,-365,26,34,7,806,0,0,2161,4,36,22,36,4,17,-1
"323",1,513.18,477,477,1,28,1,26,-477,-477,2956,2,3026,3013,3027,2,8,-1
"324",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"325",1,3450,2952,2952,7,30,7,806,0,0,1188,4,174,160,174,4,17,-1
"326",1,3051.9,3052,3052,1,29,6,80,3398,3398,1127,3,1944,1933,1944,3,9,-1
"327",1,3525,2643.75,2643.75,29,29,7,80,0,0,2609,3,2012,1999,2012,3,17,-1
"328",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"329",1,352,278,278,15,30,2,806,0,0,2947,4,1013,999,1013,4,17,-1
"330",1,4586,4110,4110,15,30,2,806,0,0,495,4,650,636,650,4,17,-1
"331",6,17.82,15.27,15.27,23,30,1,100,0,0,292,4,2807,2794,2808,4,17,-1
"332",1,3680,2677,2677,31,29,1,80,1923,1923,945,3,2043,2030,2043,3,17,-1
"333",3,225.75,178.2,178.2,7,30,7,100,0,0,772,4,281,267,281,4,17,-1
"334",1,12125.93,10028.97,10028.97,26,34,7,806,0,0,2560,4,2294,2282,2295,4,17,-1
"335",1,4802,3260,3260,7,30,7,806,0,0,941,4,256,242,256,4,2,-1
"336",8,30.12,23.52,23.52,41,34,7,100,14.12,14.12,269,4,1321,1307,1321,4,17,-1
"337",1,3243,2814,2814,1,28,2,26,-2814,-2814,935,2,115,101,115,2,8,-1
"338",1,3178,0,0,31,29,4,80,4540,4540,920,3,2186,2174,2187,3,17,-1
"339",1,22258.23,19364.66,19364.66,29,29,3,80,0,0,858,3,2412,2400,2413,3,17,-1
"340",3,3375,2862.3,2862.3,10,34,7,806,0,0,872,4,1505,1491,1505,4,17,-1
"341",-1,-32335,0,0,24,5,7,806,0,0,3120,4,281,267,281,4,17,-777957911
"342",1,71,42.6,42.6,43,30,7,1,0,0,648,4,2327,2315,2328,4,17,-1
"343",1,25.6,19.2,19.2,1,28,1,26,12.8,12.8,1366,2,3035,3022,3036,2,8,-1
"344",1,3450,2981,2981,7,30,7,806,0,0,1188,4,174,160,174,4,17,-1
"345",1,7908.99,5996,5996,31,29,8,80,3174,3174,1113,3,2852,2839,2853,3,17,-1
"346",1,48389.29,40992,40992,27,34,7,806,0,0,2533,4,487,473,487,4,17,-1
"347",1,0,0,0,1,30,6,806,0,0,830,4,17,3,17,4,10,-1
"348",1,2772,2017,2017,31,29,8,80,1448,1448,828,3,2852,2839,2853,3,17,-1
"349",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"350",1,101253.85,89795,89795,29,33,3,80,0,0,879,3,1879,1867,1879,3,17,-1
"351",2,3368,2694,2694,10,30,7,1,0,0,1672,4,281,267,281,4,17,-1
"352",4,269.8,170.4,170.4,1,28,8,26,113.6,113.6,646,2,3000,2987,3001,2,1,-1
"353",1,71920.2,64728.18,64728.18,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"354",1,3450,2952,2952,6,30,7,806,0,0,1188,4,614,600,614,4,17,-1
"355",1,26950,22907.5,22907.5,29,29,7,80,-22907.5,-22907.5,2017,3,2678,2666,2679,3,17,-1
"356",1,21196.74,18500,18500,26,34,7,806,0,0,2560,4,666,652,666,4,17,-1
"357",1,28009.29,23807.9,23807.9,29,29,7,80,0,0,1152,3,1859,1846,1859,3,17,-1
"358",1,530,335,335,15,30,7,1,0,0,2958,4,509,495,509,4,17,-1
"359",1,2060.25,2060.25,2060.25,29,33,3,80,0,0,3025,3,2056,2043,2056,3,17,-1
"360",1,2176.31,1828.1,1828.1,26,34,7,806,0,0,3078,4,2294,2282,2295,4,17,-1
"361",1,3977.49,3500.19,3500.19,30,34,7,1,0,0,2684,4,1262,1248,1262,4,2,-1
"362",1,26.4,19.8,19.8,43,30,7,1,0,0,760,4,1320,1306,1320,4,17,-1
"363",1,0,0,0,26,34,7,806,0,0,3078,4,2827,2814,2828,4,17,-1
"364",1,4169,3439,3439,45,30,7,1,0,0,1797,4,1237,1223,1237,4,2,-1
"365",24,109.92,82.32,82.32,23,30,1,100,0,0,730,4,2807,2794,2808,4,17,-1
"366",1,0,0,0,43,30,8,1,0,0,1185,4,1433,1419,1433,4,17,-1
"367",1,542,477,477,15,30,2,806,0,0,2961,4,753,739,753,4,17,-1
"368",1,8127,6439,6439,7,30,7,1,0,0,1264,4,588,574,588,4,17,-1
"369",2,15.9,13.62,13.62,23,30,1,100,0,0,298,4,2807,2794,2808,4,17,-1
"370",1,36272.4,32282.44,32282.44,36,34,7,806,0,0,2533,4,1010,996,1010,4,9,-1
"371",2,92.38,84.82,84.82,23,30,8,100,0,0,350,4,2807,2794,2808,4,17,-1
"372",1,414187,356200.82,356200.82,29,29,3,80,0,0,159,3,2049,2036,2049,3,17,-1
"373",1,5875,4406,4406,10,30,2,806,0,0,184,4,258,244,258,4,17,-1
"374",1,3520,3015,3015,7,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"375",1,2467.77,2017,2017,31,29,8,80,1448,1448,828,3,2041,2028,2041,3,17,-1
"376",12,104.4,104.4,104.4,1,29,6,80,68.64,68.64,106,3,1944,1933,1944,3,9,-1
"377",1,9356,6806,6806,31,29,4,80,4889,4889,140,3,2267,2255,2268,3,17,-1
"378",1,7200,5701,5701,43,30,7,1,0,0,1117,4,595,581,595,4,17,-1
"379",10,254.1,198,198,23,30,8,100,0,0,361,4,2807,2794,2808,4,17,-1
"380",3,159.75,127.8,127.8,7,30,2,100,0,0,648,4,281,267,281,4,17,-1
"381",-1,0,0,0,2,29,4,80,0,0,565,3,2948,2934,2949,3,17,-1
"382",1,5000,0,0,30,34,7,806,0,0,1863,4,296,282,296,4,2,-1
"383",1,3338,2590,2590,41,30,7,1,0,0,925,4,509,495,509,4,17,-1
"384",2,0,0,0,26,34,7,806,0,0,2560,4,812,798,812,4,17,-1
"385",1,3520,3016,3016,43,30,8,1,0,0,1185,4,1433,1419,1433,4,17,-1
"386",1,9071,7256,7256,43,30,7,1,0,0,201,4,399,385,399,4,17,-1
"387",-1,-172,-129,-129,2,28,1,26,-86,-86,1374,2,3015,3002,3016,2,8,-1
"388",1,98597,83464.53,83464.53,30,34,7,1,0,0,2560,4,296,282,296,4,2,-1
"389",1,1684,1347,1347,10,30,2,806,0,0,1672,4,281,267,281,4,17,-1
"390",1,3415,2670,2670,1,28,2,26,-2670,-2670,923,2,2996,2983,2997,2,14,-1
"391",1,15190,13005.54,13005.54,42,30,7,1,0,0,2558,4,773,759,773,4,2,-1
"392",1,3809,2642,2642,43,30,7,1,0,0,921,4,1696,1682,1696,4,6,-1
"393",1,8,4.8,4.8,32,29,4,5,3.2,3.2,357,3,2471,2459,2472,3,17,-1
"394",1,513.18,477,477,1,28,1,26,-477,-477,2956,2,3044,3031,3045,2,8,-1
"395",1,36756,32345.28,32345.28,36,34,7,806,0,0,2533,4,1012,998,1012,4,9,-1
"396",1,114,96.6,96.6,45,30,7,1,75.35,75.35,1396,4,650,636,650,4,17,-1
"397",1,66960,57645.86,57645.86,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"398",1,132,99,99,31,29,1,90,66,66,1037,3,3121,3109,3122,3,17,-1
"399",1,35310,30260.67,30260.67,36,34,7,806,0,0,2533,4,1004,990,1004,4,9,-1
"400",1,1714,1371,1371,10,30,7,806,0,0,1674,4,324,310,324,4,17,-1
"401",1,63684,56054.66,56054.66,36,34,7,806,0,0,2533,4,59,45,59,4,9,-1
"402",1,29941.45,26320.16,26320.16,26,34,7,806,0,0,2560,4,1051,1037,1051,4,2,-1
"403",1,260,195,195,29,33,3,80,0,0,129,3,1900,1888,1900,3,17,-1
"404",-1,-1199,-1199,-1199,30,34,7,806,0,0,2824,4,770,756,770,4,17,-1
"405",1,0,0,0,21,29,1,80,0,0,2941,3,2399,2387,2400,3,17,-1
"406",1,3520,3870,3870,1,28,1,26,-3870,-3870,1132,2,2961,2947,2962,2,8,-1
"407",1,34075,30326.75,30326.75,36,34,7,806,0,0,2533,4,1010,996,1010,4,9,-1
"408",1,0,0,0,1,28,6,26,0,0,203,2,14,1,14,2,10,-1
"409",1,0,0,0,21,29,1,80,0,0,1697,3,2399,2387,2400,3,17,-1
"410",1,1300,1110,1110,26,34,7,806,0,0,3078,4,535,521,535,4,17,-1
"411",1,0,0,0,1,29,6,80,10580,10580,1214,3,1991,1978,1991,3,10,-1
"412",1,25470,22923,22923,29,29,3,80,0,0,588,3,2245,2233,2246,3,17,-1
"413",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"414",1,3450,2876,2876,1,15,7,3,3479,3479,1229,1,2709,2697,2710,1,17,-1
"415",1,108600,97175.28,97175.28,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"416",1,3520,3168,3168,43,30,8,1,0,0,1185,4,1433,1419,1433,4,17,-1
"417",1,10916,8448.32,8448.32,22,34,7,806,0,0,3078,4,2008,1995,2008,4,2,-1
"418",-1,-859.15,-859.15,-859.15,42,33,7,10,0,0,2820,3,2912,2898,2913,3,7,-1
"419",1,0,0,0,21,29,1,80,0,0,283,3,2428,2416,2429,3,4,-1
"420",1,47.2,35.4,35.4,34,29,1,80,23.6,23.6,394,3,2952,2938,2953,3,13,-1
"421",1,32,24,24,21,29,1,80,16,16,1380,3,2536,2524,2537,3,17,-1
"422",1,0,0,0,27,34,7,806,0,0,2560,4,1156,1142,1156,4,2,-1
"423",1,12236,7900,7900,19,30,7,1,0,0,1748,4,509,495,509,4,17,-1
"424",1,64.4,40.8,40.8,1,28,1,26,27.2,27.2,663,2,3011,2998,3012,2,4,-1
"425",1,0,0,0,1,29,6,80,3390,3390,827,3,2404,2392,2405,3,10,-1
"426",1,0,0,0,30,34,7,806,0,0,2560,4,63,49,63,4,17,-1
"427",1,2669.24,2268.86,2268.86,30,34,7,806,0,0,3078,4,146,132,146,4,17,-1
"428",1,3280,2702.84,2702.84,26,34,7,806,0,0,2408,4,457,443,457,4,17,-1
"429",1,3520,3041,3041,6,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"430",1,9296,7284,7284,7,30,7,806,0,0,198,4,252,238,252,4,17,-1
"431",2,72.2,45.6,45.6,1,28,2,26,30.4,30.4,1343,2,2449,2437,2450,2,8,-1
"432",-1,-101438.4,-89925.14,-89925.14,36,34,7,806,0,0,2533,4,1022,1008,1022,4,9,-1
"433",1,12235.22,10400,10400,1,28,1,26,-10400,-10400,1642,2,3021,3008,3022,2,8,-1
"434",1,10510,7196,7196,1,15,7,3,5169,5169,239,1,2869,2856,2870,1,17,-1
"435",1,45,30,30,41,30,2,100,0,0,764,4,509,495,509,4,17,-1
"436",1,0,0,0,42,30,7,1,0,0,1969,4,1844,1831,1844,4,17,-1
"437",1,3694.8,2941,2941,41,30,2,806,0,0,927,4,789,775,789,4,17,-1
"438",1,4502,4768,4768,11,30,2,806,0,0,184,4,324,310,324,4,17,-1
"439",2,51.2,38.4,38.4,21,29,1,80,25.6,25.6,1367,3,2845,2832,2846,3,13,-1
"440",1,0,0,0,26,34,7,806,0,0,2560,4,293,279,293,4,2,-1
"441",1,3868,3481,3481,15,30,2,806,0,0,495,4,509,495,509,4,17,-1
"442",1,9134,7307,7307,7,30,2,806,0,0,198,4,281,267,281,4,17,-1
"443",1,718.22,556.92,556.92,42,34,7,1,0,0,3078,4,1592,1578,1592,4,2,-1
"444",1,3529,2900.18,2900.18,22,34,7,806,0,0,3078,4,523,509,523,4,17,-1
"445",1,10120,5841,5841,34,29,4,4,2869,2869,143,3,2247,2235,2248,3,17,-1
"446",1,4558.4,3696,3696,31,29,8,80,2464,2464,1124,3,2375,2363,2376,3,17,-1
"447",1,0,0,0,29,29,3,80,0,0,2635,3,1115,1101,1115,3,3,-1
"448",1,2848,2148,2148,34,29,1,80,1242,1242,827,3,2855,2842,2856,3,4,-1
"449",1,506.67,395.84,395.84,43,34,7,1,237.5,237.5,1100,4,1321,1307,1321,4,17,-1
"450",1,188,161.4,161.4,45,30,7,1,0,0,1771,4,1403,1389,1403,4,17,-1
"451",1,15657,13408,13408,29,33,3,80,0,0,1990,3,2689,2677,2690,3,17,-1
"452",1,131055,117676.81,117676.81,26,30,7,1,0,0,803,4,1350,1336,1350,4,2,-1
"453",1,0,0,0,1,29,6,4,3935,3935,618,3,2959,2945,2960,3,10,-1
"454",1,0,0,0,1,29,6,80,5945,5945,1194,3,2403,2391,2404,3,10,-1
"455",1,9958.65,8745.05,8745.05,42,30,7,1,0,0,2558,4,1693,1679,1693,4,2,-1
"456",1,94.05,59.4,59.4,1,28,5,26,39.6,39.6,770,2,2219,2207,2220,2,12,-1
"457",1,23.75,15,15,1,28,5,26,10,10,1349,2,2219,2207,2220,2,12,-1
"458",1,5000,5000,5000,26,34,7,806,0,0,2389,4,83,69,83,4,17,-1
"459",1,4385,3567,3567,1,32,2,26,0,0,1196,2,2888,2874,2889,2,4,-1
"460",1,8600,3350,3350,42,34,7,1,0,0,2664,4,2500,2488,2501,4,17,-1
"461",1,0,0,0,1,29,6,1,4585,4585,942,3,2403,2391,2404,3,10,-1
"462",1,509.16,477,477,1,28,1,26,-477,-477,1553,2,3035,3022,3036,2,8,-1
"463",1,2543,1993,1993,41,30,7,806,0,0,830,4,509,495,509,4,17,-1
"464",1,32,24,24,21,29,1,80,16,16,286,3,2723,2711,2724,3,4,-1
"465",1,9274,7419,7419,5,30,2,806,0,0,202,4,789,775,789,4,17,-1
"466",1,22725,19159.95,19159.95,42,30,7,1,0,0,2558,4,1305,1291,1305,4,17,-1
"467",1,619,477,477,45,30,7,1,0,0,2952,4,650,636,650,4,17,-1
"468",1,1684,1347,1347,10,30,2,806,0,0,1401,4,1505,1491,1505,4,17,-1
"469",1,8589,8601,8601,1,28,2,26,-8601,-8601,1622,2,3068,3055,3069,2,17,-1
"470",1,189,161.4,161.4,45,30,7,1,0,0,1771,4,395,381,395,4,2,-1
"471",1,0,0,0,1,29,6,4,2690,2690,475,3,2959,2945,2960,3,10,-1
"472",1,8053,8053,8053,31,29,4,80,2642,2642,1262,3,2298,2286,2299,3,17,-1
"473",1,4750.96,4275.86,4275.86,30,34,7,806,0,0,3078,4,1166,1152,1166,4,17,-1
"474",-1,-1160.85,-1160.85,-1160.85,42,34,7,1,0,0,2161,4,234,220,234,4,17,-1
"475",1,36285,32656.5,32656.5,29,29,7,80,0,0,1946,3,2146,2133,2147,3,17,-1
"476",1,48988,38027,38027,27,34,7,806,0,0,2533,4,359,345,359,4,17,-1
"477",1,25.6,19.2,19.2,21,29,1,80,12.8,12.8,1367,3,2399,2387,2400,3,17,-1
"478",1,25184,21545,21545,30,34,7,806,0,0,1867,4,827,813,827,4,17,-1
"479",1,15534.49,14455.15,14455.15,26,34,7,1,0,0,2560,4,1279,1265,1279,4,17,-1
"480",2,134.64,81.6,81.6,7,30,7,1,0,0,768,4,2327,2315,2328,4,17,-1
"481",1,3800,3269,3269,6,30,7,1,0,0,1187,4,1182,1168,1182,4,17,-1
"482",1,51175,43498.75,43498.75,29,29,7,80,0,0,327,3,1507,1493,1507,3,17,-1
"483",1,535.96,477,477,21,29,4,80,127,127,1554,3,2773,2760,2774,3,17,-1
"484",1,535.96,477,477,21,29,1,80,127,127,1554,3,2455,2443,2456,3,4,-1
"485",1,0,0,0,26,34,7,806,0,0,3010,4,2827,2814,2828,4,17,-1
"486",2,6594.08,2767.82,2767.82,30,34,7,806,0,0,3078,4,116,102,116,4,2,-1
"487",1,4169,3439,3439,45,30,7,1,0,0,1797,4,1285,1271,1285,4,17,-1
"488",1,0,0,0,1,30,6,806,0,0,1317,4,24,10,24,4,10,-1
"489",1,0,0,0,1,30,6,806,0,0,620,4,2753,2740,2754,4,10,-1
"490",1,513.18,477,477,21,29,1,80,318,318,2959,3,2399,2387,2400,3,17,-1
"491",1,106083,84543.98,84543.98,42,30,7,1,0,0,2558,4,1120,1106,1120,4,17,-1
"492",1,4439,0,0,10,30,7,806,0,0,1167,4,1031,1017,1031,4,17,-1
"493",1,7239,0,0,7,30,7,806,0,0,1212,4,281,267,281,4,17,-1
"494",1,5934.6,5652,5652,1,28,1,26,-5652,-5652,903,2,3004,2991,3005,2,8,-1
"495",1,0,0,0,30,34,7,806,0,0,2560,4,341,327,341,4,17,-1
"496",1,4250.71,3825.6,3825.6,30,34,7,1,0,0,3078,4,1492,1478,1492,4,2,-1
"497",1,3302.28,2873,2873,26,34,7,806,0,0,3078,4,381,367,381,4,2,-1
"498",1,3061,2397,2397,7,30,7,1,0,0,570,4,281,267,281,4,17,-1
"499",1,2125,1912,1912,26,34,7,806,0,0,3078,4,994,980,994,4,17,-1
"500",1,10735.5,7392,7392,31,29,4,80,5238,5238,196,3,2267,2255,2268,3,17,-1
"501",1,1243,893.71,893.71,42,34,7,1,0,0,2747,4,1874,1862,1874,4,17,-1
"502",1,2467.77,2058,2058,31,29,8,80,1407,1407,828,3,2041,2028,2041,3,17,-1
"503",1,0,0,0,29,29,7,80,0,0,2609,3,2486,2474,2487,3,3,-1
"504",1,12,9,9,7,30,7,1,0,0,654,4,1162,1148,1162,4,17,-1
"505",1,0,0,0,29,33,3,80,0,0,547,3,2259,2247,2260,3,3,-1
"506",1,4500,3600,3600,29,33,3,80,0,0,2539,3,2127,2114,2128,3,17,-1
"507",-1,-14000,-12169,-12169,26,34,7,806,0,0,2560,4,930,916,930,4,17,-1
"508",1,36624,32595.36,32595.36,36,34,7,806,0,0,2533,4,1014,1000,1014,4,9,-1
"509",1,4410,3747.78,3747.78,42,34,7,1,0,0,3078,4,584,570,584,4,2,-1
"510",1,26.4,19.8,19.8,41,30,2,100,0,0,760,4,435,421,435,4,17,-1
"511",1,0,0,0,1,29,6,80,9220,9220,901,3,15,1,15,3,10,-1
"512",1,0,0,0,29,29,7,80,0,0,2694,3,2087,2074,2088,3,17,-1
"513",1,0,0,0,30,34,7,806,0,0,2196,4,36,22,36,4,17,-1
"514",1,45,30,30,41,30,7,100,0,0,764,4,509,495,509,4,17,-1
"515",1,3450,2991,2991,1,15,7,3,3364,3364,1229,1,2709,2697,2710,1,17,-1
"516",1,4447.08,3817.88,3817.88,27,34,7,806,0,0,3078,4,659,645,659,4,2,-1
"517",1,0,0,0,21,29,1,80,0,0,1453,3,2845,2832,2846,3,13,-1
"518",1,139962,121712.53,121712.53,35,34,7,806,0,0,2533,4,1030,1016,1030,4,9,-1
"519",1,0,0,0,30,34,7,806,0,0,2560,4,296,282,296,4,2,-1
"520",1,7935,6348,6348,1,28,1,26,-6348,-6348,1218,2,2961,2947,2962,2,8,-1
"521",2,106.2,70.8,70.8,23,30,7,100,0,0,395,4,1162,1148,1162,4,17,-1
"522",1,188,161.4,161.4,45,30,7,1,0,0,1771,4,1237,1223,1237,4,2,-1
"523",1,0,0,0,26,34,7,806,0,0,2560,4,312,298,312,4,2,-1
"524",1,6800,5095,5095,30,34,7,806,0,0,3078,4,903,889,903,4,17,-1
"525",-1,-3529,0,0,2,28,1,26,0,0,1694,2,3035,3022,3036,2,8,-1
"526",1,4571,3621,3621,7,30,7,806,0,0,1203,4,665,651,665,4,17,-1
"527",1,3100,2568,2568,22,34,7,806,0,0,3078,4,715,701,715,4,17,-1
"528",1,2312.46,2150,2150,1,28,1,26,-2150,-2150,2625,2,2999,2986,3000,2,8,-1
"529",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"530",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"531",1,0,0,0,7,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"532",1,8750,7514,7514,29,33,3,80,0,0,2671,3,2840,2827,2841,3,3,-1
"533",1,29,24,24,41,30,7,100,0,0,1381,4,509,495,509,4,17,-1
"534",1,85128.4,77466.84,77466.84,36,34,7,806,0,0,2533,4,1022,1008,1022,4,9,-1
"535",1,0,0,0,26,34,7,806,0,0,2166,4,868,854,868,4,17,-1
"536",1,51,41.4,41.4,43,30,7,1,0,0,665,4,588,574,588,4,17,-1
"537",1,60.35,42.6,42.6,1,28,5,26,28.4,28.4,646,2,2219,2207,2220,2,12,-1
"538",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"539",1,3520,3041,3041,43,30,7,1,0,0,1185,4,1433,1419,1433,4,17,-1
"540",1,625.62,557,557,1,28,1,26,-557,-557,1559,2,3021,3008,3022,2,8,-1
"541",1,5507,4390,4390,10,30,7,1,0,0,144,4,281,267,281,4,17,-1
"542",1,10397.67,8838,8838,1,28,1,26,-8838,-8838,1628,2,1875,1863,1875,2,8,-1
"543",1,3696.41,2922,2922,34,29,1,10,2048,2048,948,3,2863,2850,2864,3,13,-1
"544",2,20,9.6,9.6,23,30,7,1,0,0,358,4,1320,1306,1320,4,17,-1
"545",1,4466.17,3572.94,3572.94,30,34,7,806,0,0,3078,4,116,102,116,4,2,-1
"546",1,4520,3432,3432,1,28,2,26,-3432,-3432,1175,2,3079,3066,3080,2,17,-1
"547",1,9856,7170,7170,31,29,4,80,5460,5460,196,3,2303,2291,2304,3,17,-1
"548",1,1000,0,0,11,34,7,806,0,0,210,4,324,310,324,4,17,-1
"549",-1,-16033.02,-13347.82,-13347.82,42,34,7,1,0,0,3078,4,432,418,432,4,17,-1
"550",1,0,0,0,1,29,6,4,2720.54,2720.54,1476,3,2959,2945,2960,3,10,-1
"551",1,33410.52,30030.95,30030.95,30,34,7,1,0,0,2560,4,1335,1321,1335,4,2,-1
"552",1,3436,2500,2500,31,29,4,80,1795,1795,568,3,933,919,933,3,17,-1
"553",1,3049.2,2037,2037,23,30,7,1,0,0,833,4,1321,1307,1321,4,17,-1
"554",-1,-350,0,0,22,34,7,806,0,0,3078,4,296,282,296,4,2,-1
"555",1,45,30,30,41,30,7,100,0,0,764,4,509,495,509,4,17,-1
"556",1,4888,3666,3666,31,29,8,80,2444,2444,1200,3,21,7,21,3,17,-1
"557",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"558",1,72118,64906.2,64906.2,35,34,7,806,0,0,2533,4,628,614,628,4,17,-1
"559",1,2796.34,2387.92,2387.92,42,34,7,1,0,0,3078,4,1733,1719,1733,4,2,-1
"560",1,24900,21585.94,21585.94,30,34,7,1,0,0,2560,4,1382,1368,1382,4,2,-1
"561",-1,0,15371,15371,2,29,4,80,-15371,-15371,796,3,2948,2934,2949,3,17,-1
"562",1,17555,14062.16,14062.16,26,34,7,806,0,0,2560,4,36,22,36,4,17,-1
"563",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"564",1,21.12,19.8,19.8,5,30,7,100,0,0,760,4,435,421,435,4,17,-1
"565",1,59,35.4,35.4,31,29,4,80,23.6,23.6,394,3,2267,2255,2268,3,17,-1
"566",1,2551,2040,2040,41,30,7,806,0,0,830,4,134,120,134,4,17,-1
"567",1,3800,3269,3269,43,30,7,1,0,0,1187,4,614,600,614,4,17,-1
"568",1,1848.36,1567.73,1567.73,26,34,7,1,0,0,3078,4,1603,1588,1603,4,17,-1
"569",-1,-12078,0,0,24,4,7,90,0,0,2860,3,1174,1160,1174,3,5,319908273
"570",1,100342,32203,32203,1,19,2,806,0,0,2432,4,1001,987,1001,4,9,-1953085657
"571",1,1226,1066,1066,26,34,7,806,0,0,3078,4,700,686,700,4,2,-1
"572",1,2.93,1.88,1.88,38,34,7,100,1.13,1.13,1156,4,1111,1097,1111,4,17,-1
"573",1,8746,6515,6515,10,30,2,806,0,0,407,4,225,211,225,4,17,-1
"574",1,39625,33720.88,33720.88,36,34,7,806,0,0,2533,4,1014,1000,1014,4,9,-1
"575",1,67.45,42.6,42.6,1,28,5,26,28.4,28.4,646,2,2219,2207,2220,2,12,-1
"576",1,3450,3105,3105,1,15,7,3,3250,3250,1229,1,2709,2697,2710,1,17,-1
"577",1,2048.24,1741,1741,26,34,7,806,0,0,3078,4,2801,2788,2802,4,2,-1
"578",1,4954,3926,3926,7,30,2,806,0,0,1203,4,1882,1870,1882,4,17,-1
"579",1,34502,29651.02,29651.02,36,34,7,806,0,0,2533,4,1001,987,1001,4,9,-1
"580",1,54955.89,48361.18,48361.18,30,34,7,1,0,0,2560,4,549,535,549,4,17,-1
"581",1,3450,2952,2952,7,30,7,806,0,0,1188,4,614,600,614,4,17,-1
"582",1,9136.65,6833.92,6833.92,42,34,7,1,0,0,3078,4,1981,1970,1981,4,2,-1
"583",1,11175,9902.74,9902.74,42,30,7,1,0,0,2558,4,773,759,773,4,2,-1
