,ï..creation_date,line_number,quantity,org_id,ITEM_KEY,invoice_date,Line.Net.Sales...Local,Line.Net.Sales,map_transactional,line_total_cost_functional,line_total_cost_corp,Line.Prime.Cost...Local,Line.Prime.Cost,corp_exch,map_corp_exch,functionalcurr,Line.Gross.Sales...Local,Line.Gross.Sales,Line.Total.Discount...Local,Line.Total.Discount,transactionalcurrency,standardpricelistcurr,dsn,CUSTOMER_KEY,service_type,invoice_number,ORDER_NUMBER,ORDER_TYPE_ID,SourceTable,ORDER_STATUS,Serial_Number,EM_KEY,Operational_Revenue,Operational_Revenue_Corp,Operational_Prime_Cost,Operational_Prime_Cost_corp,Operational_standard_cost,Operational_standard_cost_Corp,BMS.Project.Number,BMS.Order.Type.Code,Item.Number,Item.Description,User.Item.Type,BRAND_FRANCHISE_PRODUCT,ECC,ECC.Engine.Model,ECC.Engine.Range,SEGMENT_TYPE,Print.Part.Number,Long.Part.Number,Filtration.Prod.Class,Filtration.Prod.Group,Filtration.Prod.Family,PVC.Code,ECC.Code.Major,ECC.Code.Minor,SPC.Code.Major,SPC.Code.Interm,SPC.Code.Minor,Brand.Major,Brand.Minor,WPT.Major,WPT.Minor,VENDOR_ITEM.,PRICE_GROUP,Displacement.Liters,CUSTOMER_NAME,CUSTOMER_NUMBER,CUSTOMER_TYPE,POSTAL_CODE,STATE,COUNTRY,INTERNAL_CUSTOMER_FLAG,BMS.Receivable.Type.Code
9292,1,4,1,78,1331,19,2599.0,2599.0,3465.0,1913.0,1913.0,1913.0,1913.0,1.0,1.0,2,3465.0,3465.0,1552.0,1552.0,2,2,8,3035,2,55784,306799,8,2,2,1902.0,-1,2599.0,2599.0,1913.0,1913.0,1913.0,1913.0,13595,1,732,506,1416,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,3960,2989,27,1618,15,3,1,27
5776,1,3,1,29,4345,11,13229.0,13229.0,315.68,6558.5,6558.5,6558.5,6558.5,1.0,1.0,2,6558.5,6558.5,0.0,0.0,2,2,4,697,2,2718,699644,69,2,2,4241.5,-1,13229.0,13229.0,6558.5,6558.5,6558.5,6558.5,265,1,2362,2055,1268,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2565,664,6,897,57,3,1,6
8873,1,4,1,216,3200,18,276.47,213.440902,315.68,0.0,0.0,0.0,0.0,0.772021925,0.772021925,1,0.0,0.0,0.0,0.0,1,1,15,4297,2,39511,17460,29,2,2,4241.5,-1,276.47,213.440902,0.0,0.0,0.0,0.0,44476,1,1718,1112,699,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,680,4243,6,954,6,1,1,6
6980,31,1,1,152,4119,15,0.0,0.0,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,12,921,1,29876,1125673,89,1,1,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,13595,1,2177,2843,1077,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3070,886,6,187,16,3,1,6
6525,1,1,1,83,1764,12,3842.05,3842.05,5635.0,3313.0,3313.0,3313.0,3313.0,1.0,1.0,2,5635.0,5635.0,2322.0,2322.0,2,2,8,3807,2,21969,1104646,8,2,2,7918.0,-1,3842.05,3842.05,3313.0,3313.0,3313.0,3313.0,13595,1,1034,744,1416,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,561,3755,21,1023,5,3,1,21
3402,1,2,1,83,1089,3,7.98,7.98,10.68,6.0,6.0,6.0,6.0,1.0,1.0,2,10.68,10.68,4.68,4.68,2,2,8,3807,2,19743,1102646,8,2,2,4241.5,-1,7.98,7.98,6.0,6.0,6.0,6.0,13595,1,608,2501,1210,26,18,4,2,1,176,175,10,7,5,15,3,1,14,2,2,3,2,4,5,135,22,1,561,3755,21,1023,5,3,1,21
1703,1,1,1,94,5366,23,300.0,300.0,315.68,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,9,3283,2,64795,239688,74,2,2,4241.5,-1,300.0,300.0,0.0,0.0,0.0,0.0,107706,1,2976,2900,1839,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,377,3234,4,1390,43,3,1,4
18620,1,80,1,83,2685,28,3385.0,3385.0,4908.0,2945.0,2945.0,2945.0,2945.0,1.0,1.0,2,4908.0,4908.0,1963.0,1963.0,2,2,8,3807,2,25122,1102707,8,2,2,3854.0,-1,3385.0,3385.0,2945.0,2945.0,2945.0,2945.0,13595,1,1483,1235,1136,26,18,4,2,1,646,647,10,7,5,17,3,1,2,2,2,3,2,4,5,524,16,1,561,3755,21,1023,5,3,1,21
17184,1,7,1,47,1470,47,2960.0,2960.0,0.0,2724.0,2724.0,2724.0,2724.0,1.0,1.0,2,0.0,0.0,-2724.0,-2724.0,2,2,6,1363,2,70534,20691,84,2,2,4969.0,-1,2960.0,2960.0,0.0,0.0,0.0,0.0,13595,1,826,1839,1408,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,1684,1325,29,1550,7,3,1,29
15024,1,9,1,32,1327,42,2544.0,2544.0,0.0,-42.0,-42.0,-42.0,-42.0,1.0,1.0,2,0.0,0.0,42.0,42.0,2,2,4,850,2,3065,386034,82,2,2,4590.0,-1,2544.0,2544.0,0.0,0.0,0.0,0.0,13595,1,728,2769,936,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,2899,817,6,1444,44,3,1,6
27969,1,1,1,12,3525,57,13438.48,13438.48,315.68,11422.71,11422.71,11422.71,11422.71,1.0,1.0,2,11422.71,11422.71,0.0,0.0,2,2,2,317,2,12966,9435,67,2,2,4241.5,-1,13438.48,13438.48,11422.71,11422.71,11422.71,11422.71,56969,1,1861,1265,815,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2442,289,23,965,36,3,1,23
9799,1,1,1,204,2958,19,1890.93,1890.93,2576.0,1752.0,1752.0,1752.0,1752.0,1.0,1.0,2,2576.0,2576.0,824.0,824.0,2,2,13,280,2,40469,265869,90,2,2,3648.0,-1,1890.93,1890.93,1752.0,1752.0,1752.0,1752.0,13595,1,1558,2782,1136,26,18,4,2,1,710,711,10,7,5,17,3,1,2,2,2,3,2,4,5,588,16,1,1926,251,27,150,46,3,1,27
13995,1,11,6,192,5004,43,210000.0,210000.0,315.68,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,13,407,2,11363,931246,77,2,2,4241.5,-1,210000.0,210000.0,0.0,0.0,0.0,0.0,49162,1,2727,2526,1619,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1734,379,27,1306,7,3,1,27
6959,1,2,1,12,793,15,12688.0,12688.0,0.0,10173.0,10173.0,10173.0,10173.0,1.0,1.0,2,0.0,0.0,-10173.0,-10173.0,2,2,2,1273,2,11758,10065,95,2,2,3547.0,-1,12688.0,12688.0,10173.0,10173.0,10173.0,10173.0,13595,1,434,1627,1406,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,3,1,2483,1236,20,1497,11,3,1,20
13187,1,1,12,151,1247,39,329.52,329.52,35.95,237.6,237.6,237.6,237.6,1.0,1.0,2,431.4,431.4,193.8,193.8,2,2,12,4294,2,6129,140115,89,2,2,4241.5,-1,329.52,329.52,237.6,237.6,237.6,237.6,13595,1,688,1936,1210,26,18,4,2,1,238,237,10,7,5,15,3,1,14,2,2,3,2,4,5,184,22,1,3954,4240,6,118,28,3,1,6
21476,1,1,1,27,1768,68,3500.0,3500.0,0.0,3150.0,3150.0,3150.0,3150.0,1.0,1.0,2,0.0,0.0,-3150.0,-3150.0,2,2,4,2778,2,10026,352228,82,2,2,7382.0,-1,3500.0,3500.0,0.0,0.0,0.0,0.0,13595,1,1039,1415,936,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,283,2736,6,1746,28,3,1,6
660,1,3,1,83,1122,1,56.16,56.16,73.69,41.4,41.4,41.4,41.4,1.0,1.0,2,73.69,73.69,32.29,32.29,2,2,8,3807,2,17741,1100928,8,2,2,4241.5,-1,56.16,56.16,41.4,41.4,41.4,41.4,13595,1,617,1496,1210,26,18,4,2,1,185,184,10,7,5,15,3,1,14,2,2,3,2,4,5,143,22,1,561,3755,21,1023,5,3,1,21
21599,1,7,1,117,2378,59,6723.77,6723.77,9970.0,6022.0,6022.0,6022.0,6022.0,1.0,1.0,2,9970.0,9970.0,3948.0,3948.0,2,2,11,3747,2,7196,347111,88,2,2,6683.0,-1,6723.77,6723.77,5982.0,5982.0,5982.0,5982.0,13595,1,1369,751,1136,26,18,4,2,1,543,544,10,7,5,17,3,1,2,2,2,3,2,4,5,427,6,1,2580,3695,27,935,17,3,1,27
11529,1,1,1,12,2292,45,513.0,513.0,935.0,477.0,477.0,477.0,477.0,1.0,1.0,2,935.0,935.0,458.0,458.0,2,2,2,1007,2,12043,10163,119,2,2,1555.0,-1,513.0,513.0,477.0,477.0,477.0,477.0,13595,1,1339,2626,1136,26,18,4,2,1,518,519,10,7,5,17,3,1,2,2,2,3,2,4,5,404,16,1,980,972,5,2046,12,3,1,5
9562,1,1,1,204,2827,19,0.0,0.0,2991.0,2034.0,2034.0,2034.0,2034.0,1.0,1.0,2,2991.0,2991.0,957.0,957.0,2,2,13,1868,2,40510,266638,13,2,2,3518.0,-1,0.0,0.0,2034.0,2034.0,2034.0,2034.0,13595,1,1520,554,1136,26,18,4,2,1,674,675,10,7,5,17,3,1,11,15,14,3,2,4,5,552,16,1,1054,1824,16,1896,62,3,2,16
13906,1,3,1,27,1474,47,3656.0,3656.0,0.0,2925.0,2925.0,2925.0,2925.0,1.0,1.0,2,0.0,0.0,-2925.0,-2925.0,2,2,4,1953,2,6492,349747,82,2,2,6457.0,-1,3656.0,3656.0,0.0,0.0,0.0,0.0,13595,1,830,1415,936,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,4087,1910,6,865,57,3,1,6
22124,1,4,1,206,3518,71,18742.0,18742.0,315.68,16755.56,16755.56,16755.56,16755.56,1.0,1.0,2,16755.56,16755.56,0.0,0.0,2,2,14,4125,2,30292,227323,78,2,2,4241.5,-1,18742.0,18742.0,16755.56,16755.56,16755.56,16755.56,420,1,1859,1263,813,26,1,4,2,1,737,739,10,7,5,16,1,1,11,15,14,3,2,4,5,406,16,1,281,4073,27,1746,28,3,1,27
14705,1,14,1,70,1462,50,2995.0,2995.0,4540.0,2615.0,2615.0,2615.0,2615.0,1.0,1.0,2,4540.0,4540.0,1925.0,1925.0,2,2,8,2515,2,24611,996532,8,2,2,4504.0,-1,2995.0,2995.0,2615.0,2615.0,2615.0,2615.0,13595,1,820,1876,1416,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,269,6,1,901,2473,21,416,8,3,1,21
24129,1,6,16,178,684,73,370.72,370.72,33.77,297.6,297.6,297.6,297.6,1.0,1.0,2,540.32,540.32,242.72,242.72,2,2,12,2150,2,4306,262327,89,2,2,4241.5,-1,370.72,370.72,297.6,297.6,297.6,297.6,13595,1,386,2688,1210,26,18,4,2,1,85,84,10,7,5,15,3,1,15,3,3,3,2,4,5,80,22,1,119,2107,5,928,43,3,1,5
13753,1,5,1,178,2957,43,1560.0,1560.0,2920.0,1454.0,1454.0,1454.0,1454.0,1.0,1.0,2,2920.0,2920.0,1466.0,1466.0,2,2,12,2150,2,1717,260407,89,2,2,1137.0,-1,1560.0,1560.0,1454.0,1454.0,1454.0,1454.0,13595,1,1558,2782,936,26,18,4,2,1,710,711,10,7,5,17,3,1,2,2,2,3,2,4,5,588,16,1,119,2107,5,928,43,3,1,5
10108,1,2,1,12,5242,32,0.0,0.0,315.68,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,2,4787,2,12262,10334,67,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,56507,1,2892,2741,1759,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,4114,4734,27,2030,44,3,1,27
3022,1,2,1,83,1330,2,2311.36,2311.36,3390.0,1871.0,1871.0,1871.0,1871.0,1.0,1.0,2,3390.0,3390.0,1519.0,1519.0,2,2,8,3807,2,19395,1102280,8,2,2,3517.0,-1,2311.36,2311.36,1871.0,1871.0,1871.0,1871.0,13595,1,731,507,1416,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,561,3755,21,1023,5,3,1,21
11301,1,1,1,151,4107,41,100.0,100.0,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,12,2224,1,6420,141857,89,1,1,4241.5,-1,100.0,100.0,0.0,0.0,0.0,0.0,13595,1,2175,1488,1077,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1373,2181,6,1751,18,3,1,6
9949,1,1,1,192,2815,19,7734.84,7734.84,11695.23,7017.0,7017.0,7017.0,7017.0,1.0,1.0,2,11695.23,11695.23,4678.23,4678.23,2,2,13,370,2,8232,928097,90,2,2,2904.0,-1,7734.84,7734.84,7017.0,7017.0,7017.0,7017.0,13595,1,1518,125,1336,26,18,4,2,1,672,673,10,7,5,17,3,1,11,15,14,3,2,4,5,550,16,1,3993,342,27,652,62,3,1,27
4412,1,3,1,85,2711,6,2584.0,2584.0,4092.0,2455.0,2455.0,2455.0,2455.0,1.0,1.0,2,4092.0,4092.0,1637.0,1637.0,2,2,8,3789,2,31773,295882,8,2,2,5291.0,-1,2584.0,2584.0,2455.0,2455.0,2455.0,2455.0,13595,1,1485,1207,1136,26,18,4,2,1,648,649,10,7,5,17,3,1,2,2,2,3,2,4,5,526,16,1,3072,3737,21,21,38,3,1,21
21812,1,1,1,151,2689,69,3570.0,3570.0,0.0,2945.0,2945.0,2945.0,2945.0,1.0,1.0,2,0.0,0.0,-2945.0,-2945.0,2,2,12,3617,2,8265,143636,129,2,2,7738.0,-1,3570.0,3570.0,0.0,0.0,0.0,0.0,13595,1,1483,1235,1134,26,18,4,2,1,646,647,10,7,5,17,3,1,2,2,2,3,2,4,5,524,16,1,151,3566,6,1584,63,3,1,6
18161,1,3,1,116,2883,39,3422.0,3422.0,5206.5,2837.0,2837.0,2837.0,2837.0,1.0,1.0,2,5206.5,5206.5,2369.5,2369.5,2,2,11,1153,2,98388,302376,88,2,2,6456.0,-1,3422.0,3422.0,2925.0,2925.0,2925.0,2925.0,13595,1,1534,1469,1336,26,18,4,2,1,688,689,10,7,5,17,3,1,11,15,14,3,2,4,5,566,16,1,176,1117,27,170,3,3,1,27
19729,1,3,1,126,4831,57,5356.55,5356.55,0.0,4429.87,4429.87,4429.87,4429.87,1.0,1.0,2,0.0,0.0,-4429.87,-4429.87,2,2,12,2421,2,95272,265433,76,2,2,4241.5,-1,5356.55,5356.55,4429.87,4429.87,4429.87,4429.87,12295,1,2631,1538,1871,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,3582,2378,6,1495,2,3,1,6
23930,1,1,-1,85,5341,61,-815.22,-815.22,315.68,-750.0,-750.0,-750.0,-750.0,1.0,1.0,2,-750.0,-750.0,0.0,0.0,2,2,8,4045,2,34325,298907,73,2,2,4241.5,-1,-815.22,-815.22,-750.0,-750.0,-750.0,-750.0,69028,1,2970,2890,1833,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,2968,3993,7,21,38,3,1,7
12907,1,1,1,98,1654,50,7655.24,5777.975696,315.68,6959.0,5252.471885,6959.0,5252.471885,0.754773945,0.754773945,1,6959.0,5252.471885,0.0,0.0,1,1,10,2002,2,63245,165902,42,2,2,1079.0,-1,7655.24,5777.975696,6959.0,5252.471885,6959.0,5252.471885,13595,1,954,1418,926,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,299,6,1,369,1958,15,1958,6,1,1,15
10749,1,1,1,14,1802,49,4162.0,4162.0,5945.0,3567.0,3567.0,3567.0,3567.0,1.0,1.0,2,5945.0,5945.0,2378.0,2378.0,2,2,2,184,2,17009,75075,2,2,2,4241.5,-1,4162.0,4162.0,3567.0,3567.0,3567.0,3567.0,13595,1,1065,1839,1362,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,1783,154,27,1170,12,3,1,27
6946,1,1,1,21,2174,15,4704.87,4704.87,5635.0,3381.0,3381.0,3381.0,3381.0,1.0,1.0,2,5635.0,5635.0,2254.0,2254.0,2,2,3,3030,2,23883,114004,81,2,2,7891.0,-1,4704.87,4704.87,3381.0,3381.0,3381.0,3381.0,13595,1,1285,2795,1336,26,18,4,2,1,469,470,10,7,5,17,3,1,11,15,14,3,2,4,5,355,16,1,2140,2984,7,931,48,3,1,7
9101,1,1,1,91,3795,18,22078.0,22078.0,0.0,18986.0,18986.0,18986.0,18986.0,1.0,1.0,2,0.0,0.0,-18986.0,-18986.0,2,2,9,668,2,69604,245726,74,2,2,4241.5,-1,22078.0,22078.0,18986.0,18986.0,18986.0,18986.0,105687,1,1948,819,1209,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,2544,635,27,2194,26,3,1,27
22349,1,1,0,178,322,64,0.0,0.0,987.4,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,12,2029,2,3484,261801,89,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,13595,1,186,1664,1363,26,8,4,2,1,3,2,10,7,5,14,17,1,50,2,2,3,2,4,5,5,22,2,2182,1985,5,775,26,3,1,5
22585,1,2,1,158,1608,72,231.14,231.14,314.83,173.4,173.4,173.4,173.4,1.0,1.0,2,314.83,314.83,141.43,141.43,2,2,12,1590,2,6354,1093335,89,2,2,4241.5,-1,231.14,231.14,173.4,173.4,173.4,173.4,13595,1,918,2594,1210,26,18,4,2,1,350,349,10,7,5,15,3,1,14,2,2,3,2,4,5,232,22,1,2778,1552,6,874,36,3,1,6
23068,1,4,1,180,1064,64,57.88,57.88,84.97,46.8,46.8,46.8,46.8,1.0,1.0,2,84.97,84.97,38.17,38.17,2,2,12,1993,2,1691,262454,89,2,2,4241.5,-1,57.88,57.88,46.8,46.8,46.8,46.8,13595,1,604,1497,1210,26,18,4,2,1,172,171,10,7,5,15,3,1,14,2,2,3,2,4,5,131,22,1,549,1949,3,2181,43,3,1,3
22189,1,5,1,12,2420,76,437.04,437.04,684.59,384.6,384.6,384.6,384.6,1.0,1.0,2,684.59,684.59,299.99,299.99,2,2,2,4692,2,12795,10608,119,2,2,4241.5,-1,437.04,437.04,384.6,384.6,384.6,384.6,13595,1,1393,1384,1210,26,3,4,2,1,566,567,10,7,5,15,6,1,11,15,14,3,2,4,5,449,22,1,480,4639,5,1536,11,3,1,5
20003,1,23,1,206,5200,55,0.0,0.0,315.68,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,14,3827,2,30738,229068,78,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,509,1,2875,2724,1742,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3354,3775,27,125,50,3,1,27
4318,1,2,1,47,1323,6,2373.0,2373.0,0.0,2034.0,2034.0,2034.0,2034.0,1.0,1.0,2,0.0,0.0,-2034.0,-2034.0,2,2,6,4704,2,69976,20377,84,2,2,1895.0,-1,2373.0,2373.0,0.0,0.0,0.0,0.0,13595,1,726,2190,1408,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,264,6,1,2319,4651,27,1269,7,3,1,27
26773,1,1,1,75,5352,71,-1432.58,-1432.58,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,8,3050,1,6623,863806,73,1,1,4241.5,-1,-1432.58,-1432.58,0.0,0.0,0.0,0.0,13595,1,2974,2895,1837,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,470,3004,27,1624,58,3,1,27
3227,1,8,1,32,1642,3,331.05,331.05,529.68,264.84,264.84,264.84,264.84,1.0,1.0,2,529.68,529.68,264.84,264.84,2,2,4,850,2,572,383634,82,2,2,4241.5,-1,331.05,331.05,264.84,264.84,264.84,264.84,13595,1,944,176,1503,20,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,22,1,2899,817,6,1444,44,3,1,6
13597,1,1,1,192,983,41,75546.29,75546.29,315.68,61455.24,61455.24,61455.24,61455.24,1.0,1.0,2,61455.24,61455.24,0.0,0.0,2,2,13,303,2,11010,930963,77,2,2,4241.5,-1,75546.29,75546.29,61455.24,61455.24,61455.24,61455.24,50185,1,556,378,225,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,70,275,27,1138,62,3,1,27
19305,1,2,1,186,1258,59,39.9,39.9,54.47,30.0,30.0,30.0,30.0,1.0,1.0,2,54.47,54.47,24.47,24.47,2,2,12,2567,2,719,261955,89,2,2,4241.5,-1,39.9,39.9,30.0,30.0,30.0,30.0,13595,1,689,1937,1210,26,18,4,2,1,239,238,10,7,5,15,3,1,14,2,2,3,2,4,5,185,22,1,621,2525,5,203,19,3,1,5
5133,1,8,1,100,768,8,0.0,0.0,315.68,0.0,0.0,0.0,0.0,0.772021925,0.772021925,1,0.0,0.0,0.0,0.0,1,1,10,622,2,35020,73704,65,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,11614,1,417,231,147,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,439,589,6,1803,45,1,1,6
24688,1,14,1,163,2320,73,612.0,612.0,1092.0,557.0,557.0,557.0,557.0,1.0,1.0,2,1092.0,1092.0,535.0,535.0,2,2,12,1955,2,3426,170975,129,2,2,8368.0,-1,612.0,612.0,556.92,556.92,556.92,556.92,13595,1,1341,2627,1871,26,18,4,2,1,520,521,10,7,5,17,3,1,11,15,14,3,2,4,5,406,16,1,424,1912,5,508,36,3,1,5
24458,1,1,1,27,1251,68,38.0,38.0,315.68,30.0,30.0,30.0,30.0,1.0,1.0,2,30.0,30.0,0.0,0.0,2,2,4,1616,2,10039,352223,82,2,2,4241.5,-1,38.0,38.0,30.0,30.0,30.0,30.0,13595,1,689,1937,1210,26,18,4,2,1,239,238,10,7,5,15,3,1,14,2,2,3,2,4,5,185,22,1,598,1577,5,1698,57,3,1,5
3920,1,1,1,104,4973,5,-132750.0,-102485.9106,315.68,790.0,776.4,790.0,776.4,0.772021925,0.772021925,1,294.76,292.72,0.0,0.0,1,1,10,990,1,66261,543249,64,1,1,4241.5,-1,-132750.0,-102485.9106,0.0,0.0,0.0,0.0,13595,1,2702,1583,1346,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,4233,955,6,2153,51,1,1,6
15138,1,2,-1,87,1255,29,-40.7,-40.7,53.4,-30.0,-30.0,-30.0,-30.0,1.0,1.0,2,-53.4,-53.4,-23.4,-23.4,2,2,8,3838,2,20880,313843,21,2,2,4241.5,-1,-40.7,-40.7,-30.0,-30.0,-30.0,-30.0,13595,1,689,1937,1210,26,18,4,2,1,239,238,10,7,5,15,3,1,14,2,2,3,2,4,5,185,22,1,1911,3786,21,960,57,3,1,21
14984,1,8,1,32,1642,34,331.05,331.05,529.68,264.84,264.84,264.84,264.84,1.0,1.0,2,529.68,529.68,264.84,264.84,2,2,4,850,2,2676,385644,82,2,2,4241.5,-1,331.05,331.05,264.84,264.84,264.84,264.84,13595,1,944,176,1503,20,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,22,1,2899,817,6,1444,44,3,1,6
5082,1,1,1,96,5366,8,708.0,708.0,315.68,565.0,565.0,565.0,565.0,1.0,1.0,2,565.0,565.0,0.0,0.0,2,2,9,4329,2,34041,233297,74,2,2,4241.5,-1,708.0,708.0,565.0,565.0,565.0,565.0,104688,1,2976,2900,1839,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,1685,4276,4,1573,48,3,1,4
15820,1,1,1,196,3267,52,20810.22,20810.22,315.68,16336.02,16336.02,16336.02,16336.02,1.0,1.0,2,16336.02,16336.02,0.0,0.0,2,2,13,511,2,41286,1422770,77,2,2,4241.5,-1,20810.22,20810.22,16336.02,16336.02,16336.02,16336.02,50842,1,1760,2276,1402,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,574,480,27,1104,58,3,1,27
23201,1,3,0,75,1331,73,0.0,0.0,3465.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,8,3911,2,11028,886016,8,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,13595,1,732,506,1416,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,6,1,3907,3859,27,1388,58,3,1,27
21771,85,1,1,152,4119,58,0.0,0.0,315.68,790.0,776.4,790.0,776.4,1.0,1.0,2,294.76,292.72,0.0,0.0,2,2,12,3617,1,39913,1133696,129,1,1,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,13595,1,2177,2843,1077,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,151,3566,6,1584,63,3,1,6
27897,1,10,1,180,3147,71,0.0,0.0,315.68,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,12,1213,2,782,261674,76,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,7186,1,1669,1050,648,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,3202,1177,6,2181,43,3,1,6
6508,1,2,1,83,734,12,48.02,48.02,63.01,35.4,35.4,35.4,35.4,1.0,1.0,2,63.01,63.01,27.61,27.61,2,2,8,3811,2,21743,1104390,8,2,2,4241.5,-1,48.02,48.02,35.4,35.4,35.4,35.4,13595,1,398,2933,1363,26,18,4,2,1,99,98,10,7,5,15,3,1,14,2,2,3,2,4,5,92,22,1,3188,3759,27,1985,5,3,1,27
21955,1,10,0,114,2786,73,0.0,0.0,5732.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,2,2,11,4443,2,20802,169925,128,2,2,4241.5,-1,0.0,0.0,0.0,0.0,0.0,0.0,13595,1,1511,1236,1136,26,18,4,2,1,668,669,10,7,5,17,3,1,2,2,2,3,2,4,5,544,6,1,1682,4392,27,1288,64,3,1,27
25784,1,1,1,42,2683,53,3569.45,3569.45,4908.0,2945.0,2945.0,2945.0,2945.0,1.0,1.0,2,4908.0,4908.0,1963.0,1963.0,2,2,5,1731,2,44108,324942,122,2,2,828.0,-1,3569.45,3569.45,2945.0,2945.0,2945.0,2945.0,13595,1,1483,1235,1136,26,18,4,2,1,646,647,10,7,5,17,3,1,2,2,2,3,2,4,5,524,16,1,1744,1691,7,1651,42,3,1,7
95,1,1,1,83,3236,1,24365.0,24365.0,315.68,20953.9,20953.9,20953.9,20953.9,1.0,1.0,2,20953.9,20953.9,0.0,0.0,2,2,8,3941,2,17627,1101028,73,2,2,4241.5,-1,24365.0,24365.0,20953.9,20953.9,20953.9,20953.9,69111,1,1752,1153,728,26,18,4,2,1,520,521,10,7,5,15,3,1,11,2,2,3,2,4,5,406,16,1,695,3889,27,1242,63,3,1,27
